gene_id	pathway
TRINITY_DN1330_c0_g1	map04360
TRINITY_DN14007_c0_g1	map04360
TRINITY_DN2543_c0_g1	map04360
TRINITY_DN2648_c0_g1	map04360
TRINITY_DN3002_c0_g1	map04360
TRINITY_DN3029_c0_g1	map04360
TRINITY_DN3178_c0_g1	map04360
TRINITY_DN3184_c0_g1	map04360
TRINITY_DN3243_c0_g1	map04360
TRINITY_DN33_c1_g1	map04360
TRINITY_DN3906_c0_g1	map04360
TRINITY_DN4401_c0_g1	map04360
TRINITY_DN566_c0_g1	map04360
TRINITY_DN9244_c0_g1	map04360
TRINITY_DN932_c0_g1	map04360
TRINITY_DN977_c0_g1	map04360
TRINITY_DN1029_c0_g1	map04370
TRINITY_DN1324_c0_g1	map04370
TRINITY_DN1465_c0_g1	map04370
TRINITY_DN1823_c0_g1	map04370
TRINITY_DN1928_c0_g1	map04370
TRINITY_DN2543_c0_g1	map04370
TRINITY_DN2648_c0_g1	map04370
TRINITY_DN286_c0_g1	map04370
TRINITY_DN3178_c0_g1	map04370
TRINITY_DN3184_c0_g1	map04370
TRINITY_DN3821_c0_g1	map04370
TRINITY_DN3882_c0_g1	map04370
TRINITY_DN977_c0_g1	map04370
TRINITY_DN1029_c0_g1	map04371
TRINITY_DN1052_c0_g1	map04371
TRINITY_DN1079_c0_g1	map04371
TRINITY_DN10877_c0_g1	map04371
TRINITY_DN1324_c0_g1	map04371
TRINITY_DN14519_c0_g1	map04371
TRINITY_DN1823_c0_g1	map04371
TRINITY_DN1837_c0_g1	map04371
TRINITY_DN2543_c0_g1	map04371
TRINITY_DN2564_c0_g1	map04371
TRINITY_DN2648_c0_g1	map04371
TRINITY_DN274_c0_g1	map04371
TRINITY_DN33_c1_g1	map04371
TRINITY_DN4556_c0_g1	map04371
TRINITY_DN532_c0_g1	map04371
TRINITY_DN566_c0_g1	map04371
TRINITY_DN871_c0_g1	map04371
TRINITY_DN932_c0_g1	map04371
TRINITY_DN962_c0_g1	map04371
TRINITY_DN2543_c0_g1	map04380
TRINITY_DN2609_c0_g1	map04380
TRINITY_DN3178_c0_g1	map04380
TRINITY_DN3184_c0_g1	map04380
TRINITY_DN3821_c0_g1	map04380
TRINITY_DN977_c0_g1	map04380
TRINITY_DN1170_c0_g1	map04390
TRINITY_DN1170_c0_g2	map04390
TRINITY_DN1375_c0_g1	map04390
TRINITY_DN1997_c0_g1	map04390
TRINITY_DN244_c0_g1	map04390
TRINITY_DN3029_c0_g1	map04390
TRINITY_DN3628_c0_g1	map04390
TRINITY_DN3776_c0_g1	map04390
TRINITY_DN4060_c0_g1	map04390
TRINITY_DN5211_c0_g1	map04390
TRINITY_DN577_c0_g1	map04390
TRINITY_DN5920_c0_g1	map04390
TRINITY_DN8774_c0_g1	map04390
TRINITY_DN96_c0_g2	map04390
TRINITY_DN1170_c0_g1	map04391
TRINITY_DN1170_c0_g2	map04391
TRINITY_DN1375_c0_g1	map04391
TRINITY_DN244_c0_g1	map04391
TRINITY_DN3628_c0_g1	map04391
TRINITY_DN3776_c0_g1	map04391
TRINITY_DN4060_c0_g1	map04391
TRINITY_DN4750_c0_g1	map04391
TRINITY_DN5211_c0_g1	map04391
TRINITY_DN577_c0_g1	map04391
TRINITY_DN615_c0_g1	map04391
TRINITY_DN1356_c0_g1	map04392
TRINITY_DN2484_c0_g1	map04392
TRINITY_DN3628_c0_g1	map04392
TRINITY_DN3833_c0_g3	map04392
TRINITY_DN3906_c0_g1	map04392
TRINITY_DN5211_c0_g1	map04392
TRINITY_DN685_c0_g1	map04392
TRINITY_DN1018_c0_g1	map04510
TRINITY_DN1324_c0_g1	map04510
TRINITY_DN1375_c0_g1	map04510
TRINITY_DN15850_c0_g1	map04510
TRINITY_DN1772_c0_g1	map04510
TRINITY_DN1941_c0_g1	map04510
TRINITY_DN2543_c0_g1	map04510
TRINITY_DN2690_c0_g1	map04510
TRINITY_DN286_c0_g1	map04510
TRINITY_DN3029_c0_g1	map04510
TRINITY_DN3243_c0_g1	map04510
TRINITY_DN3906_c0_g1	map04510
TRINITY_DN4401_c0_g1	map04510
TRINITY_DN481_c0_g1	map04510
TRINITY_DN577_c0_g1	map04510
TRINITY_DN5920_c0_g1	map04510
TRINITY_DN827_c0_g1	map04510
TRINITY_DN96_c0_g2	map04510
TRINITY_DN977_c0_g1	map04510
TRINITY_DN12262_c0_g1	map04520
TRINITY_DN1375_c0_g1	map04520
TRINITY_DN16191_c0_g1	map04520
TRINITY_DN2543_c0_g1	map04520
TRINITY_DN3243_c0_g1	map04520
TRINITY_DN359_c0_g1	map04520
TRINITY_DN39_c0_g1	map04520
TRINITY_DN39_c0_g2	map04520
TRINITY_DN4023_c0_g1	map04520
TRINITY_DN4401_c0_g1	map04520
TRINITY_DN5069_c0_g1	map04520
TRINITY_DN577_c0_g1	map04520
TRINITY_DN679_c0_g1	map04520
TRINITY_DN701_c2_g1	map04520
TRINITY_DN8663_c1_g1	map04520
TRINITY_DN977_c0_g1	map04520
TRINITY_DN1079_c0_g1	map04530
TRINITY_DN12262_c0_g1	map04530
TRINITY_DN1324_c0_g1	map04530
TRINITY_DN1375_c0_g1	map04530
TRINITY_DN15813_c0_g1	map04530
TRINITY_DN1837_c0_g1	map04530
TRINITY_DN1987_c0_g1	map04530
TRINITY_DN2075_c0_g1	map04530
TRINITY_DN2261_c0_g1	map04530
TRINITY_DN244_c0_g1	map04530
TRINITY_DN2529_c0_g1	map04530
TRINITY_DN298_c0_g1	map04530
TRINITY_DN3243_c0_g1	map04530
TRINITY_DN359_c0_g1	map04530
TRINITY_DN35_c0_g1	map04530
TRINITY_DN35_c0_g2	map04530
TRINITY_DN3776_c0_g1	map04530
TRINITY_DN39_c0_g1	map04530
TRINITY_DN39_c0_g2	map04530
TRINITY_DN4023_c0_g1	map04530
TRINITY_DN4060_c0_g1	map04530
TRINITY_DN430_c0_g1	map04530
TRINITY_DN4401_c0_g1	map04530
TRINITY_DN577_c0_g1	map04530
TRINITY_DN57_c0_g1	map04530
TRINITY_DN701_c2_g1	map04530
TRINITY_DN804_c0_g2	map04530
TRINITY_DN827_c0_g1	map04530
TRINITY_DN871_c0_g1	map04530
TRINITY_DN962_c0_g1	map04530
TRINITY_DN977_c0_g1	map04530
TRINITY_DN1018_c0_g1	map04540
TRINITY_DN1029_c0_g1	map04540
TRINITY_DN1191_c0_g1	map04540
TRINITY_DN1191_c0_g2	map04540
TRINITY_DN1324_c0_g1	map04540
TRINITY_DN2543_c0_g1	map04540
TRINITY_DN2648_c0_g1	map04540
TRINITY_DN33_c1_g1	map04540
TRINITY_DN35_c0_g1	map04540
TRINITY_DN35_c0_g2	map04540
TRINITY_DN481_c0_g1	map04540
TRINITY_DN566_c0_g1	map04540
TRINITY_DN871_c0_g1	map04540
TRINITY_DN898_c0_g1	map04540
TRINITY_DN932_c0_g1	map04540
TRINITY_DN962_c0_g1	map04540
TRINITY_DN1029_c0_g1	map04550
TRINITY_DN15855_c0_g1	map04550
TRINITY_DN2543_c0_g1	map04550
TRINITY_DN2648_c0_g1	map04550
TRINITY_DN3029_c0_g1	map04550
TRINITY_DN3821_c0_g1	map04550
TRINITY_DN1375_c0_g1	map04611
TRINITY_DN14301_c0_g1	map04611
TRINITY_DN1465_c0_g1	map04611
TRINITY_DN1928_c0_g1	map04611
TRINITY_DN2543_c0_g1	map04611
TRINITY_DN3243_c0_g1	map04611
TRINITY_DN33_c1_g1	map04611
TRINITY_DN3821_c0_g1	map04611
TRINITY_DN3882_c0_g1	map04611
TRINITY_DN4401_c0_g1	map04611
TRINITY_DN566_c0_g1	map04611
TRINITY_DN577_c0_g1	map04611
TRINITY_DN5920_c0_g1	map04611
TRINITY_DN827_c0_g1	map04611
TRINITY_DN871_c0_g1	map04611
TRINITY_DN932_c0_g1	map04611
TRINITY_DN962_c0_g1	map04611
TRINITY_DN96_c0_g2	map04611
TRINITY_DN1987_c0_g1	map04612
TRINITY_DN2121_c0_g1	map04612
TRINITY_DN2151_c0_g1	map04612
TRINITY_DN4797_c0_g1	map04612
TRINITY_DN5751_c0_g1	map04612
TRINITY_DN6594_c0_g1	map04612
TRINITY_DN6594_c0_g3	map04612
TRINITY_DN896_c0_g1	map04612
TRINITY_DN98_c0_g1	map04612
TRINITY_DN12400_c0_g1	map04614
TRINITY_DN3170_c0_g1	map04614
TRINITY_DN4043_c0_g1	map04614
TRINITY_DN2543_c0_g1	map04620
TRINITY_DN3821_c0_g1	map04620
TRINITY_DN977_c0_g1	map04620
TRINITY_DN10549_c0_g1	map04621
TRINITY_DN1242_c0_g1	map04621
TRINITY_DN1334_c0_g1	map04621
TRINITY_DN13_c0_g1	map04621
TRINITY_DN13_c0_g2	map04621
TRINITY_DN14018_c0_g1	map04621
TRINITY_DN14186_c0_g1	map04621
TRINITY_DN14291_c0_g1	map04621
TRINITY_DN2223_c0_g1	map04621
TRINITY_DN2543_c0_g1	map04621
TRINITY_DN286_c0_g1	map04621
TRINITY_DN3243_c0_g1	map04621
TRINITY_DN3708_c0_g1	map04621
TRINITY_DN3713_c0_g1	map04621
TRINITY_DN3821_c0_g1	map04621
TRINITY_DN4189_c0_g1	map04621
TRINITY_DN4250_c0_g1	map04621
TRINITY_DN4401_c0_g1	map04621
TRINITY_DN4492_c0_g1	map04621
TRINITY_DN4797_c0_g1	map04621
TRINITY_DN5964_c0_g1	map04621
TRINITY_DN846_c0_g1	map04621
TRINITY_DN1673_c0_g1	map04622
TRINITY_DN1743_c0_g1	map04622
TRINITY_DN3541_c0_g1	map04622
TRINITY_DN3713_c0_g1	map04622
TRINITY_DN3821_c0_g1	map04622
TRINITY_DN3984_c0_g1	map04622
TRINITY_DN4250_c0_g1	map04622
TRINITY_DN8886_c1_g1	map04622
TRINITY_DN1107_c0_g1	map04623
TRINITY_DN1157_c0_g1	map04623
TRINITY_DN1193_c0_g1	map04623
TRINITY_DN1444_c0_g1	map04623
TRINITY_DN17692_c0_g1	map04623
TRINITY_DN2653_c0_g1	map04623
TRINITY_DN2734_c0_g1	map04623
TRINITY_DN3758_c0_g1	map04623
TRINITY_DN480_c0_g1	map04623
TRINITY_DN5643_c1_g1	map04623
TRINITY_DN6941_c0_g1	map04623
TRINITY_DN75_c0_g1	map04623
TRINITY_DN8710_c0_g1	map04623
TRINITY_DN9039_c0_g1	map04623
TRINITY_DN985_c0_g1	map04623
TRINITY_DN1008_c0_g1	map04624
TRINITY_DN1159_c0_g1	map04624
TRINITY_DN14012_c0_g1	map04624
TRINITY_DN14019_c0_g1	map04624
TRINITY_DN16131_c0_g1	map04624
TRINITY_DN1997_c0_g1	map04624
TRINITY_DN2961_c0_g1	map04624
TRINITY_DN3326_c0_g1	map04624
TRINITY_DN3821_c0_g1	map04624
TRINITY_DN4742_c0_g2	map04624
TRINITY_DN6381_c0_g1	map04624
TRINITY_DN8774_c0_g1	map04624
TRINITY_DN1052_c0_g1	map04626
TRINITY_DN12530_c0_g1	map04626
TRINITY_DN14019_c0_g1	map04626
TRINITY_DN14186_c0_g1	map04626
TRINITY_DN14198_c0_g1	map04626
TRINITY_DN2403_c0_g1	map04626
TRINITY_DN3326_c0_g1	map04626
TRINITY_DN4797_c0_g1	map04626
TRINITY_DN1018_c0_g1	map04630
TRINITY_DN3432_c0_g1	map04630
TRINITY_DN4044_c0_g1	map04630
TRINITY_DN4556_c0_g1	map04630
TRINITY_DN465_c0_g1	map04630
TRINITY_DN481_c0_g1	map04630
TRINITY_DN1018_c0_g1	map04650
TRINITY_DN1029_c0_g1	map04650
TRINITY_DN1324_c0_g1	map04650
TRINITY_DN2543_c0_g1	map04650
TRINITY_DN2648_c0_g1	map04650
TRINITY_DN3178_c0_g1	map04650
TRINITY_DN3184_c0_g1	map04650
TRINITY_DN3906_c0_g1	map04650
TRINITY_DN481_c0_g1	map04650
TRINITY_DN977_c0_g1	map04650
TRINITY_DN1086_c0_g1	map04657
TRINITY_DN1928_c0_g1	map04657
TRINITY_DN2543_c0_g1	map04657
TRINITY_DN3029_c0_g1	map04657
TRINITY_DN3270_c0_g1	map04657
TRINITY_DN3821_c0_g1	map04657
TRINITY_DN4797_c0_g1	map04657
TRINITY_DN898_c0_g1	map04657
TRINITY_DN2543_c0_g1	map04658
TRINITY_DN3178_c0_g1	map04658
TRINITY_DN3184_c0_g1	map04658
TRINITY_DN3821_c0_g1	map04658
TRINITY_DN2543_c0_g1	map04659
TRINITY_DN3178_c0_g1	map04659
TRINITY_DN3184_c0_g1	map04659
TRINITY_DN3821_c0_g1	map04659
TRINITY_DN4556_c0_g1	map04659
TRINITY_DN4797_c0_g1	map04659
TRINITY_DN1018_c0_g1	map04660
TRINITY_DN1029_c0_g1	map04660
TRINITY_DN1772_c0_g1	map04660
TRINITY_DN1941_c0_g1	map04660
TRINITY_DN2543_c0_g1	map04660
TRINITY_DN2648_c0_g1	map04660
TRINITY_DN3029_c0_g1	map04660
TRINITY_DN3178_c0_g1	map04660
TRINITY_DN3184_c0_g1	map04660
TRINITY_DN3243_c0_g1	map04660
TRINITY_DN3821_c0_g1	map04660
TRINITY_DN3906_c0_g1	map04660
TRINITY_DN4401_c0_g1	map04660
TRINITY_DN481_c0_g1	map04660
TRINITY_DN977_c0_g1	map04660
TRINITY_DN1018_c0_g1	map04662
TRINITY_DN1029_c0_g1	map04662
TRINITY_DN2543_c0_g1	map04662
TRINITY_DN2648_c0_g1	map04662
TRINITY_DN3029_c0_g1	map04662
TRINITY_DN3178_c0_g1	map04662
TRINITY_DN3184_c0_g1	map04662
TRINITY_DN481_c0_g1	map04662
TRINITY_DN977_c0_g1	map04662
TRINITY_DN1018_c0_g1	map04664
TRINITY_DN1029_c0_g1	map04664
TRINITY_DN1324_c0_g1	map04664
TRINITY_DN1465_c0_g1	map04664
TRINITY_DN1772_c0_g1	map04664
TRINITY_DN1941_c0_g1	map04664
TRINITY_DN2543_c0_g1	map04664
TRINITY_DN2648_c0_g1	map04664
TRINITY_DN3821_c0_g1	map04664
TRINITY_DN3882_c0_g1	map04664
TRINITY_DN481_c0_g1	map04664
TRINITY_DN977_c0_g1	map04664
TRINITY_DN12262_c0_g1	map04666
TRINITY_DN1324_c0_g1	map04666
TRINITY_DN1330_c0_g1	map04666
TRINITY_DN14007_c0_g1	map04666
TRINITY_DN1714_c0_g1	map04666
TRINITY_DN1766_c0_g1	map04666
TRINITY_DN1823_c0_g1	map04666
TRINITY_DN248_c0_g1	map04666
TRINITY_DN2543_c0_g1	map04666
TRINITY_DN254_c0_g1	map04666
TRINITY_DN2626_c0_g1	map04666
TRINITY_DN2905_c0_g1	map04666
TRINITY_DN2922_c0_g1	map04666
TRINITY_DN3002_c0_g1	map04666
TRINITY_DN3269_c0_g1	map04666
TRINITY_DN359_c0_g1	map04666
TRINITY_DN3670_c0_g1	map04666
TRINITY_DN3906_c0_g1	map04666
TRINITY_DN39_c0_g1	map04666
TRINITY_DN39_c0_g2	map04666
TRINITY_DN4023_c0_g1	map04666
TRINITY_DN485_c0_g1	map04666
TRINITY_DN4_c0_g1	map04666
TRINITY_DN57_c0_g1	map04666
TRINITY_DN701_c2_g1	map04666
TRINITY_DN910_c0_g1	map04666
TRINITY_DN9244_c0_g1	map04666
TRINITY_DN930_c0_g1	map04666
TRINITY_DN977_c0_g1	map04666
TRINITY_DN1008_c0_g1	map04668
TRINITY_DN14012_c0_g1	map04668
TRINITY_DN16131_c0_g1	map04668
TRINITY_DN1928_c0_g1	map04668
TRINITY_DN2543_c0_g1	map04668
TRINITY_DN286_c0_g1	map04668
TRINITY_DN3821_c0_g1	map04668
TRINITY_DN5964_c0_g1	map04668
TRINITY_DN6381_c0_g1	map04668
TRINITY_DN9266_c0_g1	map04668
TRINITY_DN10549_c0_g1	map04670
TRINITY_DN1324_c0_g1	map04670
TRINITY_DN1375_c0_g1	map04670
TRINITY_DN286_c0_g1	map04670
TRINITY_DN3243_c0_g1	map04670
TRINITY_DN33_c1_g1	map04670
TRINITY_DN3821_c0_g1	map04670
TRINITY_DN4401_c0_g1	map04670
TRINITY_DN566_c0_g1	map04670
TRINITY_DN577_c0_g1	map04670
TRINITY_DN827_c0_g1	map04670
TRINITY_DN932_c0_g1	map04670
TRINITY_DN977_c0_g1	map04670
TRINITY_DN1079_c0_g1	map04710
TRINITY_DN1433_c0_g1	map04710
TRINITY_DN15867_c0_g1	map04710
TRINITY_DN1837_c0_g1	map04710
TRINITY_DN190_c0_g1	map04710
TRINITY_DN1997_c0_g1	map04710
TRINITY_DN6694_c0_g1	map04710
TRINITY_DN8774_c0_g1	map04710
TRINITY_DN3029_c0_g1	map04711
TRINITY_DN16191_c0_g1	map04712
TRINITY_DN5069_c0_g1	map04712
TRINITY_DN679_c0_g1	map04712
TRINITY_DN8663_c1_g1	map04712
TRINITY_DN1052_c0_g1	map04713
TRINITY_DN1324_c0_g1	map04713
TRINITY_DN14519_c0_g1	map04713
TRINITY_DN2543_c0_g1	map04713
TRINITY_DN33_c1_g1	map04713
TRINITY_DN566_c0_g1	map04713
TRINITY_DN871_c0_g1	map04713
TRINITY_DN932_c0_g1	map04713
TRINITY_DN962_c0_g1	map04713
TRINITY_DN1008_c0_g1	map04714
TRINITY_DN1018_c0_g1	map04714
TRINITY_DN1029_c0_g1	map04714
TRINITY_DN10703_c1_g1	map04714
TRINITY_DN1079_c0_g1	map04714
TRINITY_DN1092_c0_g1	map04714
TRINITY_DN1151_c0_g1	map04714
TRINITY_DN1198_c0_g1	map04714
TRINITY_DN1228_c0_g1	map04714
TRINITY_DN123_c0_g1	map04714
TRINITY_DN12543_c0_g1	map04714
TRINITY_DN1329_c0_g1	map04714
TRINITY_DN1375_c0_g1	map04714
TRINITY_DN14012_c0_g1	map04714
TRINITY_DN14060_c0_g1	map04714
TRINITY_DN1473_c0_g1	map04714
TRINITY_DN160_c0_g1	map04714
TRINITY_DN16131_c0_g1	map04714
TRINITY_DN1613_c0_g1	map04714
TRINITY_DN16577_c0_g1	map04714
TRINITY_DN17749_c0_g1	map04714
TRINITY_DN1824_c0_g1	map04714
TRINITY_DN1837_c0_g1	map04714
TRINITY_DN1838_c0_g1	map04714
TRINITY_DN18445_c0_g1	map04714
TRINITY_DN1880_c0_g1	map04714
TRINITY_DN1890_c0_g1	map04714
TRINITY_DN1920_c0_g1	map04714
TRINITY_DN1941_c0_g1	map04714
TRINITY_DN1990_c1_g1	map04714
TRINITY_DN2068_c0_g1	map04714
TRINITY_DN2111_c0_g1	map04714
TRINITY_DN2153_c0_g1	map04714
TRINITY_DN2290_c0_g1	map04714
TRINITY_DN2312_c0_g1	map04714
TRINITY_DN242_c0_g1	map04714
TRINITY_DN254_c0_g1	map04714
TRINITY_DN2648_c0_g1	map04714
TRINITY_DN2738_c0_g1	map04714
TRINITY_DN2753_c0_g1	map04714
TRINITY_DN286_c0_g1	map04714
TRINITY_DN2934_c0_g1	map04714
TRINITY_DN2936_c0_g1	map04714
TRINITY_DN3057_c0_g1	map04714
TRINITY_DN3070_c0_g1	map04714
TRINITY_DN3075_c0_g1	map04714
TRINITY_DN3111_c0_g1	map04714
TRINITY_DN3116_c0_g1	map04714
TRINITY_DN3168_c0_g1	map04714
TRINITY_DN3236_c0_g1	map04714
TRINITY_DN3240_c0_g1	map04714
TRINITY_DN3270_c0_g1	map04714
TRINITY_DN3333_c0_g1	map04714
TRINITY_DN3416_c0_g1	map04714
TRINITY_DN3450_c0_g1	map04714
TRINITY_DN3548_c0_g1	map04714
TRINITY_DN364_c0_g1	map04714
TRINITY_DN3675_c0_g1	map04714
TRINITY_DN3821_c0_g1	map04714
TRINITY_DN3903_c0_g1	map04714
TRINITY_DN395_c0_g1	map04714
TRINITY_DN3985_c0_g1	map04714
TRINITY_DN4048_c0_g1	map04714
TRINITY_DN420_c0_g1	map04714
TRINITY_DN4370_c0_g1	map04714
TRINITY_DN4374_c0_g1	map04714
TRINITY_DN4556_c0_g1	map04714
TRINITY_DN4603_c0_g1	map04714
TRINITY_DN4720_c0_g1	map04714
TRINITY_DN481_c0_g1	map04714
TRINITY_DN4895_c0_g1	map04714
TRINITY_DN506_c0_g1	map04714
TRINITY_DN5144_c0_g1	map04714
TRINITY_DN5210_c0_g1	map04714
TRINITY_DN532_c0_g1	map04714
TRINITY_DN5653_c0_g1	map04714
TRINITY_DN577_c0_g1	map04714
TRINITY_DN5975_c0_g1	map04714
TRINITY_DN6302_c0_g1	map04714
TRINITY_DN630_c0_g1	map04714
TRINITY_DN6381_c0_g1	map04714
TRINITY_DN661_c0_g1	map04714
TRINITY_DN7147_c0_g1	map04714
TRINITY_DN7600_c0_g1	map04714
TRINITY_DN7695_c0_g1	map04714
TRINITY_DN788_c0_g1	map04714
TRINITY_DN78_c0_g1	map04714
TRINITY_DN794_c0_g1	map04714
TRINITY_DN8457_c0_g1	map04714
TRINITY_DN852_c0_g1	map04714
TRINITY_DN871_c0_g1	map04714
TRINITY_DN8760_c0_g1	map04714
TRINITY_DN8990_c0_g1	map04714
TRINITY_DN92_c0_g1	map04714
TRINITY_DN930_c0_g1	map04714
TRINITY_DN962_c0_g1	map04714
TRINITY_DN985_c0_g1	map04714
TRINITY_DN1029_c0_g1	map04720
TRINITY_DN1052_c0_g1	map04720
TRINITY_DN1324_c0_g1	map04720
TRINITY_DN2543_c0_g1	map04720
TRINITY_DN2648_c0_g1	map04720
TRINITY_DN3178_c0_g1	map04720
TRINITY_DN3184_c0_g1	map04720
TRINITY_DN5920_c0_g1	map04720
TRINITY_DN827_c0_g1	map04720
TRINITY_DN871_c0_g1	map04720
TRINITY_DN9266_c0_g1	map04720
TRINITY_DN962_c0_g1	map04720
TRINITY_DN96_c0_g2	map04720
TRINITY_DN10522_c0_g1	map04721
TRINITY_DN10855_c0_g1	map04721
TRINITY_DN121_c0_g1	map04721
TRINITY_DN1283_c0_g1	map04721
TRINITY_DN14108_c0_g1	map04721
TRINITY_DN1512_c0_g1	map04721
TRINITY_DN1564_c0_g1	map04721
TRINITY_DN1610_c0_g1	map04721
TRINITY_DN2084_c0_g1	map04721
TRINITY_DN2112_c0_g1	map04721
TRINITY_DN2132_c0_g1	map04721
TRINITY_DN2392_c0_g1	map04721
TRINITY_DN2557_c0_g1	map04721
TRINITY_DN2683_c0_g1	map04721
TRINITY_DN2880_c0_g1	map04721
TRINITY_DN2980_c0_g1	map04721
TRINITY_DN3631_c0_g1	map04721
TRINITY_DN3696_c0_g1	map04721
TRINITY_DN3712_c0_g1	map04721
TRINITY_DN3947_c0_g1	map04721
TRINITY_DN4160_c0_g1	map04721
TRINITY_DN4890_c0_g1	map04721
TRINITY_DN567_c0_g1	map04721
TRINITY_DN579_c0_g1	map04721
TRINITY_DN7178_c0_g1	map04721
TRINITY_DN930_c0_g1	map04721
TRINITY_DN1018_c0_g1	map04722
TRINITY_DN1029_c0_g1	map04722
TRINITY_DN1052_c0_g1	map04722
TRINITY_DN1170_c0_g1	map04722
TRINITY_DN1170_c0_g2	map04722
TRINITY_DN1772_c0_g1	map04722
TRINITY_DN1941_c0_g1	map04722
TRINITY_DN2543_c0_g1	map04722
TRINITY_DN2648_c0_g1	map04722
TRINITY_DN3029_c0_g1	map04722
TRINITY_DN3243_c0_g1	map04722
TRINITY_DN3821_c0_g1	map04722
TRINITY_DN4401_c0_g1	map04722
TRINITY_DN481_c0_g1	map04722
TRINITY_DN785_c0_g1	map04722
TRINITY_DN827_c0_g1	map04722
TRINITY_DN898_c0_g1	map04722
TRINITY_DN9266_c0_g1	map04722
TRINITY_DN977_c0_g1	map04722
TRINITY_DN1198_c0_g1	map04723
TRINITY_DN1228_c0_g1	map04723
TRINITY_DN1324_c0_g1	map04723
TRINITY_DN14519_c0_g1	map04723
TRINITY_DN1512_c0_g1	map04723
TRINITY_DN16577_c0_g1	map04723
TRINITY_DN17749_c0_g1	map04723
TRINITY_DN1824_c0_g1	map04723
TRINITY_DN1880_c0_g1	map04723
TRINITY_DN1920_c0_g1	map04723
TRINITY_DN1928_c0_g1	map04723
TRINITY_DN1990_c1_g1	map04723
TRINITY_DN2111_c0_g1	map04723
TRINITY_DN2543_c0_g1	map04723
TRINITY_DN3070_c0_g1	map04723
TRINITY_DN3075_c0_g1	map04723
TRINITY_DN3111_c0_g1	map04723
TRINITY_DN3236_c0_g1	map04723
TRINITY_DN3240_c0_g1	map04723
TRINITY_DN33_c1_g1	map04723
TRINITY_DN3450_c0_g1	map04723
TRINITY_DN3821_c0_g1	map04723
TRINITY_DN3903_c0_g1	map04723
TRINITY_DN395_c0_g1	map04723
TRINITY_DN4048_c0_g1	map04723
TRINITY_DN420_c0_g1	map04723
TRINITY_DN566_c0_g1	map04723
TRINITY_DN871_c0_g1	map04723
TRINITY_DN932_c0_g1	map04723
TRINITY_DN962_c0_g1	map04723
TRINITY_DN985_c0_g1	map04723
TRINITY_DN1324_c0_g1	map04724
TRINITY_DN14519_c0_g1	map04724
TRINITY_DN1465_c0_g1	map04724
TRINITY_DN1766_c0_g1	map04724
TRINITY_DN2033_c0_g1	map04724
TRINITY_DN248_c0_g1	map04724
TRINITY_DN2543_c0_g1	map04724
TRINITY_DN3178_c0_g1	map04724
TRINITY_DN3184_c0_g1	map04724
TRINITY_DN33_c1_g1	map04724
TRINITY_DN3882_c0_g1	map04724
TRINITY_DN5321_c1_g1	map04724
TRINITY_DN566_c0_g1	map04724
TRINITY_DN871_c0_g1	map04724
TRINITY_DN910_c0_g1	map04724
TRINITY_DN932_c0_g1	map04724
TRINITY_DN962_c0_g1	map04724
TRINITY_DN1008_c0_g1	map04725
TRINITY_DN1029_c0_g1	map04725
TRINITY_DN1324_c0_g1	map04725
TRINITY_DN14012_c0_g1	map04725
TRINITY_DN14519_c0_g1	map04725
TRINITY_DN16131_c0_g1	map04725
TRINITY_DN2543_c0_g1	map04725
TRINITY_DN2648_c0_g1	map04725
TRINITY_DN33_c1_g1	map04725
TRINITY_DN566_c0_g1	map04725
TRINITY_DN6381_c0_g1	map04725
TRINITY_DN871_c0_g1	map04725
TRINITY_DN9266_c0_g1	map04725
TRINITY_DN932_c0_g1	map04725
TRINITY_DN962_c0_g1	map04725
TRINITY_DN1029_c0_g1	map04726
TRINITY_DN1324_c0_g1	map04726
TRINITY_DN14519_c0_g1	map04726
TRINITY_DN1465_c0_g1	map04726
TRINITY_DN1830_c0_g1	map04726
TRINITY_DN1928_c0_g1	map04726
TRINITY_DN2543_c0_g1	map04726
TRINITY_DN2648_c0_g1	map04726
TRINITY_DN33_c1_g1	map04726
TRINITY_DN3882_c0_g1	map04726
TRINITY_DN4682_c1_g1	map04726
TRINITY_DN566_c0_g1	map04726
TRINITY_DN871_c0_g1	map04726
TRINITY_DN932_c0_g1	map04726
TRINITY_DN962_c0_g1	map04726
TRINITY_DN10522_c0_g1	map04727
TRINITY_DN1135_c0_g1	map04727
TRINITY_DN1324_c0_g1	map04727
TRINITY_DN14519_c0_g1	map04727
TRINITY_DN14526_c0_g1	map04727
TRINITY_DN1512_c0_g1	map04727
TRINITY_DN2033_c0_g1	map04727
TRINITY_DN2150_c0_g1	map04727
TRINITY_DN2984_c0_g1	map04727
TRINITY_DN33_c1_g1	map04727
TRINITY_DN3696_c0_g1	map04727
TRINITY_DN39_c0_g1	map04727
TRINITY_DN5321_c1_g1	map04727
TRINITY_DN5422_c0_g1	map04727
TRINITY_DN566_c0_g1	map04727
TRINITY_DN871_c0_g1	map04727
TRINITY_DN932_c0_g1	map04727
TRINITY_DN962_c0_g1	map04727
TRINITY_DN1008_c0_g1	map04728
TRINITY_DN1052_c0_g1	map04728
TRINITY_DN12428_c0_g1	map04728
TRINITY_DN1324_c0_g1	map04728
TRINITY_DN14012_c0_g1	map04728
TRINITY_DN14519_c0_g1	map04728
TRINITY_DN16131_c0_g1	map04728
