gene_id	protein_id	go_id	go_name	go_type	ontology
gene_7028	1985588	GO:0018748	iprodione amidohydrolase activity	molecular_function	MF
gene_7028	1985588	GO:0018749	(3,5-dichlorophenylurea)acetate amidohydrolase activity	molecular_function	MF
gene_7028	1985588	GO:0043747	N2-acetyl-L-lysine deacetylase activity	molecular_function	MF
gene_7028	1985588	GO:0043748	O-succinylbenzoate synthase activity	molecular_function	MF
gene_7028	1985588	GO:0043864	indoleacetamide hydrolase activity	molecular_function	MF
gene_7028	1985588	GO:0047419	N-acetylgalactosamine-6-phosphate deacetylase activity	molecular_function	MF
gene_7029	1985589	GO:0003700	transcription factor activity	molecular_function	MF
gene_7029	1985589	GO:0005634	nucleus	cellular_component	CC
gene_7029	1985589	GO:0006355	regulation of transcription, DNA-dependent	biological_process	BP
gene_7029	1985589	GO:0008270	zinc ion binding	molecular_function	MF
gene_7030	1985590	GO:0008531	riboflavin kinase activity	molecular_function	MF
gene_7030	1985590	GO:0009231	riboflavin biosynthetic process	biological_process	BP
gene_7031	1985591	GO:0004462	lactoylglutathione lyase activity	molecular_function	MF
gene_7031	1985591	GO:0005975	carbohydrate metabolic process	biological_process	BP
gene_7032	1985592	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	MF
gene_7032	1985592	GO:0005975	carbohydrate metabolic process	biological_process	BP
gene_7032	1985592	GO:0004338	glucan 1,3-beta-glucosidase activity	molecular_function	MF
gene_7033	1985593	GO:0003824	catalytic activity	molecular_function	MF
gene_7033	1985593	GO:0008152	metabolic process	biological_process	BP
gene_7033	1985593	GO:0003863	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity	molecular_function	MF
gene_7033	1985593	GO:0017086	3-methyl-2-oxobutanoate dehydrogenase (lipoamide) complex	cellular_component	CC
gene_7034	1985594	GO:0003779	actin binding	molecular_function	MF
gene_7034	1985594	GO:0008290	F-actin capping protein complex	cellular_component	CC
gene_7034	1985594	GO:0030036	actin cytoskeleton organization and biogenesis	biological_process	BP
gene_7035	1985595	GO:0020037	heme binding	molecular_function	MF
gene_7035	1985595	GO:0046914	transition metal ion binding	molecular_function	MF
gene_7036	1985596	GO:0003702	RNA polymerase II transcription factor activity	molecular_function	MF
gene_7036	1985596	GO:0005673	transcription factor TFIIE complex	cellular_component	CC
gene_7036	1985596	GO:0006367	transcription initiation from RNA polymerase II promoter	biological_process	BP
gene_7037	1985597	GO:0003676	nucleic acid binding	molecular_function	MF
gene_7037	1985597	GO:0005622	intracellular	cellular_component	CC
gene_7037	1985597	GO:0008270	zinc ion binding	molecular_function	MF
gene_7041	1985601	GO:0005622	intracellular	cellular_component	CC
gene_7043	1985603	GO:0006120	mitochondrial electron transport, NADH to ubiquinone	biological_process	BP
gene_7043	1985603	GO:0008137	NADH dehydrogenase (ubiquinone) activity	molecular_function	MF
gene_7043	1985603	GO:0006118	electron transport	biological_process	BP
gene_7043	1985603	GO:0016651	oxidoreductase activity, acting on NADH or NADPH	molecular_function	MF
gene_7044	1985604	GO:0003676	nucleic acid binding	molecular_function	MF
gene_7044	1985604	GO:0005515	protein binding	molecular_function	MF
gene_7044	1985604	GO:0008270	zinc ion binding	molecular_function	MF
gene_7044	1985604	GO:0004842	ubiquitin-protein ligase activity	molecular_function	MF
gene_7044	1985604	GO:0051438	regulation of ubiquitin-protein ligase activity	biological_process	BP
gene_7044	1985604	GO:0051440	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	BP
gene_7044	1985604	GO:0051443	positive regulation of ubiquitin-protein ligase activity	biological_process	BP
gene_7044	1985604	GO:0051444	negative regulation of ubiquitin-protein ligase activity	biological_process	BP
gene_7045	1985605	GO:0004842	ubiquitin-protein ligase activity	molecular_function	MF
gene_7045	1985605	GO:0051438	regulation of ubiquitin-protein ligase activity	biological_process	BP
gene_7045	1985605	GO:0051440	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	BP
gene_7045	1985605	GO:0051443	positive regulation of ubiquitin-protein ligase activity	biological_process	BP
gene_7045	1985605	GO:0051444	negative regulation of ubiquitin-protein ligase activity	biological_process	BP
gene_7046	1985606	GO:0003824	catalytic activity	molecular_function	MF
gene_7046	1985606	GO:0004018	adenylosuccinate lyase activity	molecular_function	MF
gene_7046	1985606	GO:0009152	purine ribonucleotide biosynthetic process	biological_process	BP
gene_7047	1985607	GO:0016289	CoA hydrolase activity	molecular_function	MF
gene_7047	1985607	GO:0016291	acyl-CoA thioesterase activity	molecular_function	MF
gene_7050	1985610	GO:0004408	holocytochrome-c synthase activity	molecular_function	MF
gene_7050	1985610	GO:0005739	mitochondrion	cellular_component	CC
gene_7057	1985617	GO:0004129	cytochrome-c oxidase activity	molecular_function	MF
gene_7057	1985617	GO:0005739	mitochondrion	cellular_component	CC
gene_7057	1985617	GO:0006118	electron transport	biological_process	BP
gene_7058	1985618	GO:0016307	phosphatidylinositol phosphate kinase activity	molecular_function	MF
gene_7058	1985618	GO:0046488	phosphatidylinositol metabolic process	biological_process	BP
gene_7058	1985618	GO:0016308	1-phosphatidylinositol-4-phosphate 5-kinase activity	molecular_function	MF
gene_7059	1985619	GO:0016787	hydrolase activity	molecular_function	MF
gene_7060	1985620	GO:0005515	protein binding	molecular_function	MF
gene_7060	1985620	GO:0006886	intracellular protein transport	biological_process	BP
gene_7060	1985620	GO:0006888	ER to Golgi vesicle-mediated transport	biological_process	BP
gene_7060	1985620	GO:0008270	zinc ion binding	molecular_function	MF
gene_7060	1985620	GO:0030127	COPII vesicle coat	cellular_component	CC
gene_7062	1985622	GO:0000166	nucleotide binding	molecular_function	MF
gene_7062	1985622	GO:0004815	aspartate-tRNA ligase activity	molecular_function	MF
gene_7062	1985622	GO:0005524	ATP binding	molecular_function	MF
gene_7062	1985622	GO:0005737	cytoplasm	cellular_component	CC
gene_7062	1985622	GO:0006412	translation	biological_process	BP
gene_7062	1985622	GO:0006422	aspartyl-tRNA aminoacylation	biological_process	BP
gene_7062	1985622	GO:0004812	aminoacyl-tRNA ligase activity	molecular_function	MF
gene_7062	1985622	GO:0006418	tRNA aminoacylation for protein translation	biological_process	BP
gene_7062	1985622	GO:0003676	nucleic acid binding	molecular_function	MF
gene_7062	1985622	GO:0004816	asparagine-tRNA ligase activity	molecular_function	MF
gene_7062	1985622	GO:0006421	asparaginyl-tRNA aminoacylation	biological_process	BP
gene_7064	1985624	GO:0000786	nucleosome	cellular_component	CC
gene_7064	1985624	GO:0003677	DNA binding	molecular_function	MF
gene_7064	1985624	GO:0005634	nucleus	cellular_component	CC
gene_7064	1985624	GO:0006334	nucleosome assembly	biological_process	BP
gene_7067	1985627	GO:0020037	heme binding	molecular_function	MF
gene_7067	1985627	GO:0046914	transition metal ion binding	molecular_function	MF
gene_7067	1985627	GO:0003995	acyl-CoA dehydrogenase activity	molecular_function	MF
gene_7067	1985627	GO:0006118	electron transport	biological_process	BP
gene_7067	1985627	GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors	molecular_function	MF
gene_7067	1985627	GO:0008152	metabolic process	biological_process	BP
gene_7067	1985627	GO:0050660	FAD binding	molecular_function	MF
gene_7068	1985628	GO:0004518	nuclease activity	molecular_function	MF
gene_7068	1985628	GO:0006281	DNA repair	biological_process	BP
gene_7068	1985628	GO:0003677	DNA binding	molecular_function	MF
gene_7068	1985628	GO:0003824	catalytic activity	molecular_function	MF
gene_7068	1985628	GO:0005634	nucleus	cellular_component	CC
gene_7068	1985628	GO:0003923	GPI-anchor transamidase activity	molecular_function	MF
gene_7068	1985628	GO:0043859	cyanophycinase activity	molecular_function	MF
gene_7068	1985628	GO:0051336	regulation of hydrolase activity	biological_process	BP
gene_7069	1985629	GO:0004518	nuclease activity	molecular_function	MF
gene_7069	1985629	GO:0006281	DNA repair	biological_process	BP
gene_7071	1985631	GO:0005524	ATP binding	molecular_function	MF
gene_7071	1985631	GO:0005694	chromosome	cellular_component	CC
gene_7071	1985631	GO:0006259	DNA metabolic process	biological_process	BP
gene_7071	1985631	GO:0005515	protein binding	molecular_function	MF
gene_7071	1985631	GO:0051276	chromosome organization and biogenesis	biological_process	BP
gene_7072	1985632	GO:0006807	nitrogen compound metabolic process	biological_process	BP
gene_7072	1985632	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	MF
gene_7072	1985632	GO:0050126	N-carbamoylputrescine amidase activity	molecular_function	MF
gene_7073	1985633	GO:0016491	oxidoreductase activity	molecular_function	MF
gene_7075	1985635	GO:0003676	nucleic acid binding	molecular_function	MF
gene_7075	1985635	GO:0005622	intracellular	cellular_component	CC
gene_7075	1985635	GO:0008270	zinc ion binding	molecular_function	MF
gene_7077	1985637	GO:0003735	structural constituent of ribosome	molecular_function	MF
gene_7077	1985637	GO:0005622	intracellular	cellular_component	CC
gene_7077	1985637	GO:0005840	ribosome	cellular_component	CC
gene_7077	1985637	GO:0006412	translation	biological_process	BP
gene_7077	1985637	GO:0015935	small ribosomal subunit	cellular_component	CC
gene_7078	1985638	GO:0008080	N-acetyltransferase activity	molecular_function	MF
gene_7078	1985638	GO:0008152	metabolic process	biological_process	BP
gene_7079	1985639	GO:0005524	ATP binding	molecular_function	MF
gene_7079	1985639	GO:0006457	protein folding	biological_process	BP
gene_7079	1985639	GO:0051082	unfolded protein binding	molecular_function	MF
gene_7079	1985639	GO:0005515	protein binding	molecular_function	MF
gene_7079	1985639	GO:0044267	cellular protein metabolic process	biological_process	BP
gene_7080	1985640	GO:0031072	heat shock protein binding	molecular_function	MF
gene_7081	1985641	GO:0003676	nucleic acid binding	molecular_function	MF
gene_7081	1985641	GO:0005524	ATP binding	molecular_function	MF
gene_7081	1985641	GO:0008026	ATP-dependent helicase activity	molecular_function	MF
gene_7081	1985641	GO:0004386	helicase activity	molecular_function	MF
gene_7085	1985645	GO:0016813	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines	molecular_function	MF
gene_7085	1985645	GO:0046872	metal ion binding	molecular_function	MF
gene_7085	1985645	GO:0004053	arginase activity	molecular_function	MF
gene_7090	1985650	GO:0003700	transcription factor activity	molecular_function	MF
gene_7090	1985650	GO:0005634	nucleus	cellular_component	CC
gene_7090	1985650	GO:0006355	regulation of transcription, DNA-dependent	biological_process	BP
gene_7090	1985650	GO:0043565	sequence-specific DNA binding	molecular_function	MF
gene_7090	1985650	GO:0046983	protein dimerization activity	molecular_function	MF
gene_7092	1985652	GO:0031072	heat shock protein binding	molecular_function	MF
gene_7093	1985653	GO:0003735	structural constituent of ribosome	molecular_function	MF
gene_7093	1985653	GO:0005622	intracellular	cellular_component	CC
gene_7093	1985653	GO:0005840	ribosome	cellular_component	CC
gene_7093	1985653	GO:0006412	translation	biological_process	BP
gene_7094	1985654	GO:0006464	protein modification process	biological_process	BP
gene_7094	1985654	GO:0003735	structural constituent of ribosome	molecular_function	MF
gene_7094	1985654	GO:0005622	intracellular	cellular_component	CC
gene_7094	1985654	GO:0005840	ribosome	cellular_component	CC
gene_7094	1985654	GO:0006412	translation	biological_process	BP
gene_7095	1985655	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	MF
gene_7095	1985655	GO:0005975	carbohydrate metabolic process	biological_process	BP
gene_7095	1985655	GO:0004568	chitinase activity	molecular_function	MF
gene_7095	1985655	GO:0006032	chitin catabolic process	biological_process	BP
gene_7095	1985655	GO:0008843	endochitinase activity	molecular_function	MF
gene_7097	1985657	GO:0000166	nucleotide binding	molecular_function	MF
gene_7097	1985657	GO:0017111	nucleoside-triphosphatase activity	molecular_function	MF
gene_7097	1985657	GO:0005524	ATP binding	molecular_function	MF
gene_7097	1985657	GO:0008568	microtubule-severing ATPase activity	molecular_function	MF
gene_7098	1985658	GO:0006457	protein folding	biological_process	BP
gene_7098	1985658	GO:0016272	prefoldin complex	cellular_component	CC
gene_7098	1985658	GO:0051082	unfolded protein binding	molecular_function	MF
gene_7100	1985660	GO:0006412	translation	biological_process	BP
gene_7100	1985660	GO:0016884	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	molecular_function	MF
gene_7100	1985660	GO:0016874	ligase activity	molecular_function	MF
gene_7103	1985663	GO:0004497	monooxygenase activity	molecular_function	MF
gene_7103	1985663	GO:0005506	iron ion binding	molecular_function	MF
gene_7103	1985663	GO:0006118	electron transport	biological_process	BP
gene_7103	1985663	GO:0020037	heme binding	molecular_function	MF
gene_7103	1985663	GO:0018664	benzoate 4-monooxygenase activity	molecular_function	MF
gene_7105	1985665	GO:0008152	metabolic process	biological_process	BP
gene_7105	1985665	GO:0016491	oxidoreductase activity	molecular_function	MF
gene_7105	1985665	GO:0008802	betaine-aldehyde dehydrogenase activity	molecular_function	MF
gene_7107	1985667	GO:0005351	sugar:hydrogen symporter activity	molecular_function	MF
gene_7107	1985667	GO:0008643	carbohydrate transport	biological_process	BP
gene_7107	1985667	GO:0016020	membrane	cellular_component	CC
gene_7107	1985667	GO:0005215	transporter activity	molecular_function	MF
gene_7107	1985667	GO:0006810	transport	biological_process	BP
gene_7107	1985667	GO:0016021	integral to membrane	cellular_component	CC
gene_7109	1985669	GO:0005524	ATP binding	molecular_function	MF
gene_7109	1985669	GO:0000166	nucleotide binding	molecular_function	MF
gene_7109	1985669	GO:0017111	nucleoside-triphosphatase activity	molecular_function	MF
gene_7111	1985671	GO:0004871	signal transducer activity	molecular_function	MF
gene_7111	1985671	GO:0007165	signal transduction	biological_process	BP
gene_7111	1985671	GO:0003700	transcription factor activity	molecular_function	MF
gene_7111	1985671	GO:0005634	nucleus	cellular_component	CC
gene_7111	1985671	GO:0006355	regulation of transcription, DNA-dependent	biological_process	BP
gene_7111	1985671	GO:0008270	zinc ion binding	molecular_function	MF
gene_7113	1985673	GO:0043365	[formate-C-acetyltransferase]-activating enzyme activity	molecular_function	MF
gene_7114	1985674	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	MF
gene_7114	1985674	GO:0005975	carbohydrate metabolic process	biological_process	BP
gene_7114	1985674	GO:0003824	catalytic activity	molecular_function	MF
gene_7114	1985674	GO:0030246	carbohydrate binding	molecular_function	MF
gene_7114	1985674	GO:0033919	glucan 1,3-alpha-glucosidase activity	molecular_function	MF
gene_7117	1985677	GO:0003824	catalytic activity	molecular_function	MF
gene_7117	1985677	GO:0005992	trehalose biosynthetic process	biological_process	BP
gene_7117	1985677	GO:0003825	alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity	molecular_function	MF
gene_7124	1985684	GO:0003887	DNA-directed DNA polymerase activity	molecular_function	MF
gene_7124	1985684	GO:0006260	DNA replication	biological_process	BP
gene_7124	1985684	GO:0000166	nucleotide binding	molecular_function	MF
gene_7124	1985684	GO:0003677	DNA binding	molecular_function	MF
gene_7124	1985684	GO:0003676	nucleic acid binding	molecular_function	MF
gene_7124	1985684	GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	biological_process	BP
gene_7124	1985684	GO:0034061	DNA polymerase activity	molecular_function	MF
gene_7127	1985687	GO:0005732	small nucleolar ribonucleoprotein complex	cellular_component	CC
gene_7127	1985687	GO:0006364	rRNA processing	biological_process	BP
gene_7127	1985687	GO:0019843	rRNA binding	molecular_function	MF
gene_7131	1985691	GO:0005515	protein binding	molecular_function	MF
gene_7131	1985691	GO:0006461	protein complex assembly	biological_process	BP
gene_7131	1985691	GO:0006886	intracellular protein transport	biological_process	BP
gene_7131	1985691	GO:0016192	vesicle-mediated transport	biological_process	BP
gene_7131	1985691	GO:0030117	membrane coat	cellular_component	CC
gene_7131	1985691	GO:0005488	binding	molecular_function	MF
gene_7135	1985695	GO:0016491	oxidoreductase activity	molecular_function	MF
gene_7135	1985695	GO:0005507	copper ion binding	molecular_function	MF
gene_7135	1985695	GO:0008447	L-ascorbate oxidase activity	molecular_function	MF
gene_7136	1985696	GO:0008270	zinc ion binding	molecular_function	MF
gene_7137	1985697	GO:0005524	ATP binding	molecular_function	MF
gene_7137	1985697	GO:0006457	protein folding	biological_process	BP
gene_7137	1985697	GO:0051082	unfolded protein binding	molecular_function	MF
gene_7137	1985697	GO:0005515	protein binding	molecular_function	MF
gene_7137	1985697	GO:0044267	cellular protein metabolic process	biological_process	BP
gene_7138	1985698	GO:0005737	cytoplasm	cellular_component	CC
gene_7139	1985699	GO:0005488	binding	molecular_function	MF
gene_7140	1985700	GO:0003910	DNA ligase (ATP) activity	molecular_function	MF
gene_7140	1985700	GO:0005524	ATP binding	molecular_function	MF
gene_7140	1985700	GO:0006260	DNA replication	biological_process	BP
gene_7140	1985700	GO:0006281	DNA repair	biological_process	BP
gene_7140	1985700	GO:0006310	DNA recombination	biological_process	BP
gene_7140	1985700	GO:0003677	DNA binding	molecular_function	MF
gene_7141	1985701	GO:0005975	carbohydrate metabolic process	biological_process	BP
gene_7141	1985701	GO:0016853	isomerase activity	molecular_function	MF
gene_7141	1985701	GO:0003824	catalytic activity	molecular_function	MF
gene_7141	1985701	GO:0030246	carbohydrate binding	molecular_function	MF
gene_7141	1985701	GO:0004034	aldose 1-epimerase activity	molecular_function	MF
gene_7146	1985706	GO:0003824	catalytic activity	molecular_function	MF
gene_7146	1985706	GO:0008152	metabolic process	biological_process	BP
gene_7146	1985706	GO:0004490	methylglutaconyl-CoA hydratase activity	molecular_function	MF
gene_7151	1985711	GO:0005777	peroxisome	cellular_component	CC
gene_7151	1985711	GO:0016020	membrane	cellular_component	CC
gene_7152	1985712	GO:0008152	metabolic process	biological_process	BP
gene_7152	1985712	GO:0016787	hydrolase activity	molecular_function	MF
gene_7153	1985713	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	MF
gene_7153	1985713	GO:0008448	N-acetylglucosamine-6-phosphate deacetylase activity	molecular_function	MF
gene_7154	1985714	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	MF
gene_7154	1985714	GO:0005975	carbohydrate metabolic process	biological_process	BP
gene_7154	1985714	GO:0004563	beta-N-acetylhexosaminidase activity	molecular_function	MF
gene_7154	1985714	GO:0016231	beta-N-acetylglucosaminidase activity	molecular_function	MF
gene_7155	1985715	GO:0003700	transcription factor activity	molecular_function	MF
gene_7155	1985715	GO:0005634	nucleus	cellular_component	CC
gene_7155	1985715	GO:0045449	regulation of transcription	biological_process	BP
gene_7155	1985715	GO:0003993	acid phosphatase activity	molecular_function	MF
gene_7156	1985716	GO:0004342	glucosamine-6-phosphate deaminase activity	molecular_function	MF
gene_7156	1985716	GO:0006044	N-acetylglucosamine metabolic process	biological_process	BP
gene_7156	1985716	GO:0005975	carbohydrate metabolic process	biological_process	BP
gene_7157	1985717	GO:0004396	hexokinase activity	molecular_function	MF
gene_7157	1985717	GO:0005524	ATP binding	molecular_function	MF
gene_7157	1985717	GO:0006096	glycolysis	biological_process	BP
gene_7158	1985718	GO:0003676	nucleic acid binding	molecular_function	MF
gene_7158	1985718	GO:0005622	intracellular	cellular_component	CC
gene_7158	1985718	GO:0008270	zinc ion binding	molecular_function	MF
gene_7160	1985720	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	MF
gene_7160	1985720	GO:0005975	carbohydrate metabolic process	biological_process	BP
gene_7160	1985720	GO:0008422	beta-glucosidase activity	molecular_function	MF
gene_7161	1985721	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	MF
gene_7161	1985721	GO:0005975	carbohydrate metabolic process	biological_process	BP
gene_7162	1985722	GO:0003676	nucleic acid binding	molecular_function	MF
gene_7162	1985722	GO:0008270	zinc ion binding	molecular_function	MF
gene_7164	1985724	GO:0005515	protein binding	molecular_function	MF
gene_7164	1985724	GO:0006886	intracellular protein transport	biological_process	BP
gene_7164	1985724	GO:0016192	vesicle-mediated transport	biological_process	BP
gene_7168	1985728	GO:0003735	structural constituent of ribosome	molecular_function	MF
gene_7168	1985728	GO:0005622	intracellular	cellular_component	CC
gene_7168	1985728	GO:0005840	ribosome	cellular_component	CC
gene_7168	1985728	GO:0006412	translation	biological_process	BP
gene_7169	1985729	GO:0003677	DNA binding	molecular_function	MF
gene_7169	1985729	GO:0005622	intracellular	cellular_component	CC
gene_7171	1985731	GO:0005622	intracellular	cellular_component	CC
gene_7171	1985731	GO:0006396	RNA processing	biological_process	BP
gene_7172	1985732	GO:0003700	transcription factor activity	molecular_function	MF
gene_7172	1985732	GO:0005634	nucleus	cellular_component	CC
gene_7172	1985732	GO:0006355	regulation of transcription, DNA-dependent	biological_process	BP
gene_7172	1985732	GO:0008270	zinc ion binding	molecular_function	MF
gene_7172	1985732	GO:0003677	DNA binding	molecular_function	MF
gene_7172	1985732	GO:0006350	transcription	biological_process	BP
gene_7173	1985733	GO:0016787	hydrolase activity	molecular_function	MF
gene_7181	1985741	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	MF
gene_7181	1985741	GO:0005975	carbohydrate metabolic process	biological_process	BP
gene_7181	1985741	GO:0008810	cellulase activity	molecular_function	MF
gene_7182	1985742	GO:0003677	DNA binding	molecular_function	MF
gene_7182	1985742	GO:0005634	nucleus	cellular_component	CC
gene_7182	1985742	GO:0006350	transcription	biological_process	BP
gene_7182	1985742	GO:0008270	zinc ion binding	molecular_function	MF
gene_7187	1985747	GO:0000107	imidazoleglycerol-phosphate synthase activity	molecular_function	MF
gene_7187	1985747	GO:0018071	NAD(P)-cysteine ADP-ribosyltransferase activity	molecular_function	MF
gene_7187	1985747	GO:0018121	NAD(P)-asparagine ADP-ribosyltransferase activity	molecular_function	MF
gene_7187	1985747	GO:0018127	NAD(P)-serine ADP-ribosyltransferase activity	molecular_function	MF
gene_7187	1985747	GO:0043867	7-cyano-7-deazaguanine tRNA-ribosyltransferase activity	molecular_function	MF
gene_7189	1985749	GO:0006118	electron transport	biological_process	BP
gene_7189	1985749	GO:0016491	oxidoreductase activity	molecular_function	MF
gene_7189	1985749	GO:0000907	sulfonate dioxygenase activity	molecular_function	MF
gene_7189	1985749	GO:0010302	2-oxoglutarate-dependent dioxygenase activity	molecular_function	MF
gene_7189	1985749	GO:0018602	2,4-dichlorophenoxyacetate alpha-ketoglutarate dioxygenase activity	molecular_function	MF
gene_7189	1985749	GO:0019798	procollagen-proline dioxygenase activity	molecular_function	MF
gene_7189	1985749	GO:0043734	DNA-N1-methyladenine dioxygenase activity	molecular_function	MF
gene_7194	1985754	GO:0003824	catalytic activity	molecular_function	MF
gene_7194	1985754	GO:0006725	aromatic compound metabolic process	biological_process	BP
gene_7194	1985754	GO:0008199	ferric iron binding	molecular_function	MF
gene_7194	1985754	GO:0005506	iron ion binding	molecular_function	MF
gene_7194	1985754	GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	molecular_function	MF
gene_7196	1985756	GO:0006865	amino acid transport	biological_process	BP
gene_7196	1985756	GO:0015171	amino acid transmembrane transporter activity	molecular_function	MF
gene_7196	1985756	GO:0016020	membrane	cellular_component	CC
gene_7198	1985758	GO:0004497	monooxygenase activity	molecular_function	MF
gene_7198	1985758	GO:0005506	iron ion binding	molecular_function	MF
gene_7198	1985758	GO:0006118	electron transport	biological_process	BP
gene_7198	1985758	GO:0020037	heme binding	molecular_function	MF
gene_7198	1985758	GO:0004601	peroxidase activity	molecular_function	MF
gene_7198	1985758	GO:0006979	response to oxidative stress	biological_process	BP
gene_7198	1985758	GO:0004666	prostaglandin-endoperoxide synthase activity	molecular_function	MF
gene_7203	1985763	GO:0003824	catalytic activity	molecular_function	MF
gene_7203	1985763	GO:0008152	metabolic process	biological_process	BP
gene_7203	1985763	GO:0004497	monooxygenase activity	molecular_function	MF
gene_7203	1985763	GO:0005506	iron ion binding	molecular_function	MF
gene_7203	1985763	GO:0006118	electron transport	biological_process	BP
gene_7203	1985763	GO:0020037	heme binding	molecular_function	MF
gene_7204	1985764	GO:0003677	DNA binding	molecular_function	MF
gene_7204	1985764	GO:0005634	nucleus	cellular_component	CC
gene_7204	1985764	GO:0006350	transcription	biological_process	BP
gene_7204	1985764	GO:0008270	zinc ion binding	molecular_function	MF
gene_7205	1985765	GO:0004411	homogentisate 1,2-dioxygenase activity	molecular_function	MF
gene_7205	1985765	GO:0006559	L-phenylalanine catabolic process	biological_process	BP
gene_7205	1985765	GO:0006570	tyrosine metabolic process	biological_process	BP
gene_7206	1985766	GO:0015205	nucleobase transmembrane transporter activity	molecular_function	MF
gene_7206	1985766	GO:0015931	nucleobase, nucleoside, nucleotide and nucleic acid transport	biological_process	BP
gene_7206	1985766	GO:0016020	membrane	cellular_component	CC
gene_7207	1985767	GO:0003824	catalytic activity	molecular_function	MF
gene_7207	1985767	GO:0008152	metabolic process	biological_process	BP
gene_7208	1985768	GO:0016491	oxidoreductase activity	molecular_function	MF
gene_7209	1985769	GO:0008726	alkanesulfonate monooxygenase activity	molecular_function	MF
gene_7210	1985770	GO:0005525	GTP binding	molecular_function	MF
gene_7212	1985772	GO:0004197	cysteine-type endopeptidase activity	molecular_function	MF
gene_7212	1985772	GO:0006508	proteolysis	biological_process	BP
gene_7212	1985772	GO:0008423	bleomycin hydrolase activity	molecular_function	MF
gene_7215	1985775	GO:0004497	monooxygenase activity	molecular_function	MF
gene_7215	1985775	GO:0005506	iron ion binding	molecular_function	MF
gene_7215	1985775	GO:0006118	electron transport	biological_process	BP
gene_7215	1985775	GO:0020037	heme binding	molecular_function	MF
gene_7217	1985777	GO:0008270	zinc ion binding	molecular_function	MF
gene_7217	1985777	GO:0016491	oxidoreductase activity	molecular_function	MF
gene_7217	1985777	GO:0004022	alcohol dehydrogenase activity	molecular_function	MF
gene_7217	1985777	GO:0004023	alcohol dehydrogenase activity, metal ion-independent	molecular_function	MF
gene_7217	1985777	GO:0004024	alcohol dehydrogenase activity, zinc-dependent	molecular_function	MF
gene_7217	1985777	GO:0004025	alcohol dehydrogenase activity, iron-dependent	molecular_function	MF
gene_7218	1985778	GO:0008726	alkanesulfonate monooxygenase activity	molecular_function	MF
gene_7219	1985779	GO:0006118	electron transport	biological_process	BP
gene_7219	1985779	GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors	molecular_function	MF
gene_7219	1985779	GO:0008152	metabolic process	biological_process	BP
gene_7219	1985779	GO:0050660	FAD binding	molecular_function	MF
gene_7220	1985780	GO:0004194	pepsin A activity	molecular_function	MF
gene_7220	1985780	GO:0006508	proteolysis	biological_process	BP
gene_7220	1985780	GO:0004190	aspartic-type endopeptidase activity	molecular_function	MF
gene_7221	1985781	GO:0016787	hydrolase activity	molecular_function	MF
gene_7222	1985782	GO:0005351	sugar:hydrogen symporter activity	molecular_function	MF
gene_7222	1985782	GO:0008643	carbohydrate transport	biological_process	BP
gene_7222	1985782	GO:0016020	membrane	cellular_component	CC
gene_7222	1985782	GO:0005215	transporter activity	molecular_function	MF
gene_7222	1985782	GO:0006810	transport	biological_process	BP
gene_7222	1985782	GO:0016021	integral to membrane	cellular_component	CC
gene_7224	1985784	GO:0003824	catalytic activity	molecular_function	MF
gene_7224	1985784	GO:0008152	metabolic process	biological_process	BP
gene_7224	1985784	GO:0016207	4-coumarate-CoA ligase activity	molecular_function	MF
gene_7225	1985785	GO:0006118	electron transport	biological_process	BP
gene_7225	1985785	GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors	molecular_function	MF
gene_7225	1985785	GO:0008152	metabolic process	biological_process	BP
gene_7226	1985786	GO:0003824	catalytic activity	molecular_function	MF
gene_7226	1985786	GO:0008152	metabolic process	biological_process	BP
gene_7226	1985786	GO:0004300	enoyl-CoA hydratase activity	molecular_function	MF
gene_7228	1985788	GO:0003824	catalytic activity	molecular_function	MF
gene_7228	1985788	GO:0008152	metabolic process	biological_process	BP
gene_7231	1985791	GO:0047750	cholestenol delta-isomerase activity	molecular_function	MF
