gene_id	protein_id	transcript_id	jgi_name	portal_id	seqid	start	end	strand	source	gff3_line	go_count	go_ids	go_names	go_types	kegg_count	kegg_ecnum	kegg_definition	kegg_catalyticactivity	kegg_cofactors	kegg_associateddiseases	kegg_pathway	kegg_pathway_class	kegg_pathway_type	has_go	has_kegg
gene_6762	1985322	1985576	jgi.p|Ophnu1|1985322	Ophnu1	OphioH327chr_6	1072518	1073823	-	prediction	41398	1	GO:0000166	nucleotide binding	molecular_function	0									yes	no
gene_6763	1985323	1985577	jgi.p|Ophnu1|1985323	Ophnu1	OphioH327chr_6	1075167	1075579	-	prediction	41404	2	GO:0006118; GO:0016491	electron transport; oxidoreductase activity	biological_process; molecular_function	0									yes	no
gene_6764	1985324	1985578	jgi.p|Ophnu1|1985324	Ophnu1	OphioH327chr_6	1076513	1077990	-	prediction	41410	0				0									no	no
gene_6765	1985325	1985579	jgi.p|Ophnu1|1985325	Ophnu1	OphioH327chr_6	1078552	1081450	-	prediction	41416	6	GO:0003677; GO:0003700; GO:0005634; GO:0006350; GO:0006355; GO:0008270	DNA binding; nucleus; regulation of transcription, DNA-dependent; transcription; transcription factor activity; zinc ion binding	biological_process; cellular_component; molecular_function	0									yes	no
gene_6766	1985326	1985580	jgi.p|Ophnu1|1985326	Ophnu1	OphioH327chr_6	1082881	1084766	-	prediction	41424	3	GO:0004370; GO:0005975; GO:0006072	carbohydrate metabolic process; glycerol kinase activity; glycerol-3-phosphate metabolic process	biological_process; molecular_function	1	2.7.1.30	Glycerol kinase.	ATP + glycerol = ADP + glycerol 3-phosphate.	\N	Hyperglycerolemia; MIM:307030.	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC	yes	yes
gene_6767	1985327	1985581	jgi.p|Ophnu1|1985327	Ophnu1	OphioH327chr_6	1086065	1087205	+	prediction	41432	3	GO:0005215; GO:0006810; GO:0016020	membrane; transport; transporter activity	biological_process; cellular_component; molecular_function	0									yes	no
gene_6768	1985328	1985582	jgi.p|Ophnu1|1985328	Ophnu1	OphioH327chr_6	1090034	1092151	+	prediction	41440	4	GO:0004368; GO:0006072; GO:0009331; GO:0016491	glycerol-3-phosphate dehydrogenase activity; glycerol-3-phosphate dehydrogenase complex; glycerol-3-phosphate metabolic process; oxidoreductase activity	biological_process; cellular_component; molecular_function	0									yes	no
gene_6769	1985329	1985583	jgi.p|Ophnu1|1985329	Ophnu1	OphioH327chr_6	1094143	1095941	-	prediction	41446	6	GO:0004553; GO:0004568; GO:0005576; GO:0005975; GO:0008843; GO:0030248	carbohydrate metabolic process; cellulose binding; chitinase activity; endochitinase activity; extracellular region; hydrolase activity, hydrolyzing O-glycosyl compounds	biological_process; cellular_component; molecular_function	1	3.2.1.14	Chitinase.	Hydrolysis of the 1,4-beta-linkages of N-acetyl-D-glucosamine polymers of chitin.	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC	yes	yes
gene_6770	1985330	1985584	jgi.p|Ophnu1|1985330	Ophnu1	OphioH327chr_6	1099464	1099885	+	prediction	41456	0				0									no	no
gene_6771	1985331	1985585	jgi.p|Ophnu1|1985331	Ophnu1	OphioH327chr_6	1101284	1101646	+	prediction	41462	1	GO:0004032	aldehyde reductase activity	molecular_function	5	1.1.1.21	Aldehyde reductase.	Alditol + NAD(P)(+) = aldose + NAD(P)H.	\N	\N	Fructose and mannose metabolism; Galactose metabolism; Glycerolipid metabolism; Pentose and glucuronate interconversions; Pyruvate metabolism	Carbohydrate Metabolism; Metabolism of Complex Lipids	METABOLIC	yes	yes
gene_6772	1985332	1985586	jgi.p|Ophnu1|1985332	Ophnu1	OphioH327chr_6	1101860	1102459	-	prediction	41466	2	GO:0003824; GO:0047710	bis(5'-adenosyl)-triphosphatase activity; catalytic activity	molecular_function	1	3.6.1.29	Bis(5'-adenosyl)-triphosphatase.	P(1),P(3)-bis(5'-adenosyl)triphosphate + H(2)O = ADP + AMP.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC	yes	yes
gene_6773	1985333	1985587	jgi.p|Ophnu1|1985333	Ophnu1	OphioH327chr_6	1102795	1104987	+	prediction	41470	1	GO:0003824	catalytic activity	molecular_function	0									yes	no
gene_6774	1985334	1985588	jgi.p|Ophnu1|1985334	Ophnu1	OphioH327chr_6	1105477	1107455	-	prediction	41474	3	GO:0005315; GO:0006817; GO:0016020	inorganic phosphate transmembrane transporter activity; membrane; phosphate transport	biological_process; cellular_component; molecular_function	0									yes	no
gene_6775	1985335	1985589	jgi.p|Ophnu1|1985335	Ophnu1	OphioH327chr_6	1109451	1110480	-	prediction	41480	1	GO:0006779	porphyrin biosynthetic process	biological_process	0									yes	no
gene_6776	1985336	1985590	jgi.p|Ophnu1|1985336	Ophnu1	OphioH327chr_6	1111200	1113398	+	prediction	41488	5	GO:0003676; GO:0003677; GO:0005622; GO:0006281; GO:0008270	DNA binding; DNA repair; intracellular; nucleic acid binding; zinc ion binding	biological_process; cellular_component; molecular_function	0									yes	no
gene_6777	1985337	1985591	jgi.p|Ophnu1|1985337	Ophnu1	OphioH327chr_6	1114080	1116927	-	prediction	41494	3	GO:0003677; GO:0003700; GO:0006355	DNA binding; regulation of transcription, DNA-dependent; transcription factor activity	biological_process; molecular_function	0									yes	no
gene_6778	1985338	1985592	jgi.p|Ophnu1|1985338	Ophnu1	OphioH327chr_6	1117829	1118944	+	prediction	41502	0				0									no	no
gene_6779	1985339	1985593	jgi.p|Ophnu1|1985339	Ophnu1	OphioH327chr_6	1119175	1119803	-	prediction	41506	3	GO:0004145; GO:0008080; GO:0008152	diamine N-acetyltransferase activity; metabolic process; N-acetyltransferase activity	biological_process; molecular_function	1	2.3.1.57	Diamine N-acetyltransferase.	Acetyl-CoA + an alkane-alpha,omega-diamine = CoA + an N-acetyldiamine.	\N	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC	yes	yes
gene_6780	1985340	1985594	jgi.p|Ophnu1|1985340	Ophnu1	OphioH327chr_6	1120779	1122846	+	prediction	41512	4	GO:0008253; GO:0009166; GO:0016787; GO:0017175	5'-nucleotidase activity; hydrolase activity; IMP-GMP specific 5'-nucleotidase activity; nucleotide catabolic process	biological_process; molecular_function	3	3.1.3.5	5'-nucleotidase.	A 5'-ribonucleotide + H(2)O = a ribonucleoside + phosphate.	\N	\N	Nicotinate and nicotinamide metabolism; Purine metabolism; Pyrimidine metabolism	Metabolism of Cofactors and Vitamins; Nucleotide Metabolism	METABOLIC	yes	yes
gene_6781	1985341	1985595	jgi.p|Ophnu1|1985341	Ophnu1	OphioH327chr_6	1123954	1126458	+	prediction	41518	3	GO:0005215; GO:0006810; GO:0016021	integral to membrane; transport; transporter activity	biological_process; cellular_component; molecular_function	0									yes	no
gene_6782	1985342	1985596	jgi.p|Ophnu1|1985342	Ophnu1	OphioH327chr_6	1126941	1127667	-	prediction	41526	0				0									no	no
gene_6783	1985343	1985597	jgi.p|Ophnu1|1985343	Ophnu1	OphioH327chr_6	1129092	1130319	-	prediction	41532	0				0									no	no
gene_6784	1985344	1985598	jgi.p|Ophnu1|1985344	Ophnu1	OphioH327chr_6	1131148	1131640	-	prediction	41538	0				0									no	no
gene_6785	1985345	1985599	jgi.p|Ophnu1|1985345	Ophnu1	OphioH327chr_6	1132192	1132654	-	prediction	41544	0				0									no	no
gene_6786	1985346	1985600	jgi.p|Ophnu1|1985346	Ophnu1	OphioH327chr_6	1134059	1139004	+	prediction	41550	0				0									no	no
gene_6787	1985347	1985601	jgi.p|Ophnu1|1985347	Ophnu1	OphioH327chr_6	1139593	1142652	+	prediction	41560	0				0									no	no
gene_6788	1985348	1985602	jgi.p|Ophnu1|1985348	Ophnu1	OphioH327chr_6	1161891	1164385	+	prediction	41564	0				0									no	no
gene_6789	1985349	1985603	jgi.p|Ophnu1|1985349	Ophnu1	OphioH327chr_6	1166379	1167236	-	prediction	41570	2	GO:0004553; GO:0005975	carbohydrate metabolic process; hydrolase activity, hydrolyzing O-glycosyl compounds	biological_process; molecular_function	0									yes	no
gene_6790	1985350	1985604	jgi.p|Ophnu1|1985350	Ophnu1	OphioH327chr_6	1172170	1173529	-	prediction	41574	3	GO:0003824; GO:0003988; GO:0008152	acetyl-CoA C-acyltransferase activity; catalytic activity; metabolic process	biological_process; molecular_function	5	2.3.1.16	Acetyl-CoA C-acyltransferase.	Acyl-CoA + acetyl-CoA = CoA + 3-oxoacyl-CoA.	\N	Pseudo-Zellweger syndrome; MIM:261510.	Benzoate degradation via hydroxylation; Bile acid biosynthesis; Fatty acid biosynthesis (path 2); Fatty acid metabolism; Valine, leucine and isoleucine degradation	Amino Acid Metabolism; Biodegradation of Xenobiotics; Lipid Metabolism	METABOLIC	yes	yes
gene_6791	1985351	1985605	jgi.p|Ophnu1|1985351	Ophnu1	OphioH327chr_6	1175871	1176851	+	prediction	41580	0				0									no	no
gene_6792	1985352	1985606	jgi.p|Ophnu1|1985352	Ophnu1	OphioH327chr_6	1179529	1182373	-	prediction	41584	0				0									no	no
gene_6793	1985353	1985607	jgi.p|Ophnu1|1985353	Ophnu1	OphioH327chr_6	1184133	1185734	+	prediction	41590	3	GO:0004605; GO:0008654; GO:0016020	membrane; phosphatidate cytidylyltransferase activity; phospholipid biosynthetic process	biological_process; cellular_component; molecular_function	2	2.7.7.41	Phosphatidate cytidylyltransferase.	CTP + phosphatidate = diphosphate + CDP-diacylglycerol.	\N	\N	\N; Glycerolipid metabolism	\N; Metabolism of Complex Lipids	\N; METABOLIC	yes	yes
gene_6794	1985354	1985608	jgi.p|Ophnu1|1985354	Ophnu1	OphioH327chr_6	1186883	1187473	-	prediction	41600	2	GO:0016071; GO:0030529	mRNA metabolic process; ribonucleoprotein complex	biological_process; cellular_component	0									yes	no
gene_6795	1985355	1985609	jgi.p|Ophnu1|1985355	Ophnu1	OphioH327chr_6	1187915	1189109	-	prediction	41612	8	GO:0004620; GO:0008152; GO:0016298; GO:0016787; GO:0018731; GO:0018732; GO:0018733; GO:0018734	1-oxa-2-oxocycloheptane lactonase activity; 3,4-dihydrocoumarin hydrolase activity; butyrolactone hydrolase activity; hydrolase activity; lipase activity; metabolic process; phospholipase activity; sulfolactone hydrolase activity	biological_process; molecular_function	3	3.1.1.-	Carboxylic ester hydrolases.	\N	\N	\N	2,4-Dichlorobenzoate degradation; Butanoate metabolism; Pentose and glucuronate interconversions	Biodegradation of Xenobiotics; Carbohydrate Metabolism	METABOLIC	yes	yes
gene_6796	1985356	1985610	jgi.p|Ophnu1|1985356	Ophnu1	OphioH327chr_6	1190795	1191950	+	prediction	41618	3	GO:0005506; GO:0016491; GO:0045543	gibberellin 2-beta-dioxygenase activity; iron ion binding; oxidoreductase activity	molecular_function	1	1.14.11.13	Gibberellin 2-beta-dioxygenase.	Gibberellin 1 + 2-oxoglutarate + O(2) = 2-beta-hydroxygibberellin 1 + succinate + CO(2).	\N	\N	\N	\N	\N	yes	yes
gene_6797	1985357	1985611	jgi.p|Ophnu1|1985357	Ophnu1	OphioH327chr_6	1193214	1194604	-	prediction	41624	4	GO:0004553; GO:0004568; GO:0005975; GO:0008843	carbohydrate metabolic process; chitinase activity; endochitinase activity; hydrolase activity, hydrolyzing O-glycosyl compounds	biological_process; molecular_function	1	3.2.1.14	Chitinase.	Hydrolysis of the 1,4-beta-linkages of N-acetyl-D-glucosamine polymers of chitin.	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC	yes	yes
gene_6798	1985358	1985612	jgi.p|Ophnu1|1985358	Ophnu1	OphioH327chr_6	1195490	1195951	+	prediction	41630	0				0									no	no
gene_6799	1985359	1985613	jgi.p|Ophnu1|1985359	Ophnu1	OphioH327chr_6	1196443	1197399	-	prediction	41634	0				0									no	no
gene_6800	1985360	1985614	jgi.p|Ophnu1|1985360	Ophnu1	OphioH327chr_6	1198479	1199787	-	prediction	41638	0				0									no	no
gene_6801	1985361	1985615	jgi.p|Ophnu1|1985361	Ophnu1	OphioH327chr_6	1201324	1202373	+	prediction	41646	4	GO:0003676; GO:0004519; GO:0006308; GO:0016788	DNA catabolic process; endonuclease activity; hydrolase activity, acting on ester bonds; nucleic acid binding	biological_process; molecular_function	0									yes	no
gene_6802	1985362	1985616	jgi.p|Ophnu1|1985362	Ophnu1	OphioH327chr_6	1206898	1208907	+	prediction	41654	0				0									no	no
gene_6803	1985363	1985617	jgi.p|Ophnu1|1985363	Ophnu1	OphioH327chr_6	1210591	1211795	+	prediction	41664	0				0									no	no
gene_6804	1985364	1985618	jgi.p|Ophnu1|1985364	Ophnu1	OphioH327chr_6	1212221	1212750	-	prediction	41670	1	GO:0006777	Mo-molybdopterin cofactor biosynthetic process	biological_process	0									yes	no
gene_6805	1985365	1985619	jgi.p|Ophnu1|1985365	Ophnu1	OphioH327chr_6	1214186	1218706	-	prediction	41676	12	GO:0000155; GO:0000156; GO:0000160; GO:0004673; GO:0004871; GO:0005524; GO:0006355; GO:0007165; GO:0016020; GO:0016310; GO:0016772; GO:0018106	ATP binding; membrane; peptidyl-histidine phosphorylation; phosphorylation; protein histidine kinase activity; regulation of transcription, DNA-dependent; signal transducer activity; signal transduction; transferase activity, transferring phosphorus-containing groups; two-component response regulator activity; two-component sensor activity; two-component signal transduction system (phosphorelay)	biological_process; cellular_component; molecular_function	0									yes	no
gene_6806	1985366	1985620	jgi.p|Ophnu1|1985366	Ophnu1	OphioH327chr_6	1224653	1232381	-	prediction	41680	4	GO:0003824; GO:0004312; GO:0005488; GO:0008152	binding; catalytic activity; fatty-acid synthase activity; metabolic process	biological_process; molecular_function	1	2.3.1.85	Fatty-acid synthase.	Acetyl-CoA + N malonyl-CoA + 2N NADPH = a long-chain fatty acid + (N+1) CoA + N CO(2) + 2N NADP(+).	\N	\N	Fatty acid biosynthesis (path 1)	Lipid Metabolism	METABOLIC	yes	yes
gene_6807	1985367	1985621	jgi.p|Ophnu1|1985367	Ophnu1	OphioH327chr_6	1242423	1244812	+	prediction	41696	4	GO:0015520; GO:0015904; GO:0016021; GO:0046677	integral to membrane; response to antibiotic; tetracycline transport; tetracycline:hydrogen antiporter activity	biological_process; cellular_component; molecular_function	0									yes	no
gene_6808	1985368	1985622	jgi.p|Ophnu1|1985368	Ophnu1	OphioH327chr_6	1245619	1246584	-	prediction	41708	2	GO:0004639; GO:0006164	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity; purine nucleotide biosynthetic process	biological_process; molecular_function	1	6.3.2.6	Phosphoribosylaminoimidazole-succinocarboxamide synthase.	ATP + 1-(5-phosphoribosyl)-4-carboxy-5-aminoimidazole + L-aspartate = ADP + phosphate + 1-(5-phosphoribosyl)-4-(N-succino-carboxamide)- 5-aminoimidazole.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC	yes	yes
gene_6809	1985369	1985623	jgi.p|Ophnu1|1985369	Ophnu1	OphioH327chr_6	1249187	1250816	+	prediction	41712	3	GO:0004190; GO:0004194; GO:0006508	aspartic-type endopeptidase activity; pepsin A activity; proteolysis	biological_process; molecular_function	1	3.4.23.24	Candidapepsin.	Preferential cleavage at the carboxyl of hydrophobic amino acids, but fails to cleave 15-Leu-|-Tyr-16, 16-Tyr-|-Leu-17 and 24-Phe-|-Phe-25 of insulin B chain. Activates trypsinogen, and degrades keratin.	\N	\N	\N	\N	\N	yes	yes
gene_6810	1985370	1985624	jgi.p|Ophnu1|1985370	Ophnu1	OphioH327chr_6	1251086	1252699	-	prediction	41718	3	GO:0003676; GO:0005622; GO:0008270	intracellular; nucleic acid binding; zinc ion binding	cellular_component; molecular_function	0									yes	no
gene_6811	1985371	1985625	jgi.p|Ophnu1|1985371	Ophnu1	OphioH327chr_6	1253150	1255752	+	prediction	41722	1	GO:0003824	catalytic activity	molecular_function	0									yes	no
gene_6812	1985372	1985626	jgi.p|Ophnu1|1985372	Ophnu1	OphioH327chr_6	1257269	1257643	+	prediction	41728	0				0									no	no
gene_6813	1985373	1985627	jgi.p|Ophnu1|1985373	Ophnu1	OphioH327chr_6	1258285	1258989	-	prediction	41732	0				0									no	no
gene_6814	1985374	1985628	jgi.p|Ophnu1|1985374	Ophnu1	OphioH327chr_6	1270326	1276955	-	prediction	41736	3	GO:0004682; GO:0005488; GO:0016773	binding; phosphotransferase activity, alcohol group as acceptor; protein kinase CK2 activity	molecular_function	0									yes	no
gene_6815	1985375	1985629	jgi.p|Ophnu1|1985375	Ophnu1	OphioH327chr_6	1277336	1277750	+	prediction	41748	0				0									no	no
gene_6816	1985376	1985630	jgi.p|Ophnu1|1985376	Ophnu1	OphioH327chr_6	1278859	1282035	+	prediction	41754	1	GO:0004103	choline kinase activity	molecular_function	1	2.7.1.32	Choline kinase.	ATP + choline = ADP + O-phosphocholine.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC	yes	yes
gene_6817	1985377	1985631	jgi.p|Ophnu1|1985377	Ophnu1	OphioH327chr_6	1287611	1288277	+	prediction	41762	0				0									no	no
gene_6818	1985378	1985632	jgi.p|Ophnu1|1985378	Ophnu1	OphioH327chr_6	1289475	1291446	+	prediction	41768	0				0									no	no
gene_6819	1985379	1985633	jgi.p|Ophnu1|1985379	Ophnu1	OphioH327chr_6	1295317	1297523	+	prediction	41776	0				0									no	no
gene_6820	1985380	1985634	jgi.p|Ophnu1|1985380	Ophnu1	OphioH327chr_6	1303839	1305599	+	prediction	41784	0				0									no	no
gene_6821	1985381	1985635	jgi.p|Ophnu1|1985381	Ophnu1	OphioH327chr_6	1307435	1309006	+	prediction	41788	2	GO:0008152; GO:0016787	hydrolase activity; metabolic process	biological_process; molecular_function	0									yes	no
gene_6822	1985382	1985636	jgi.p|Ophnu1|1985382	Ophnu1	OphioH327chr_6	1309235	1309858	-	prediction	41792	1	GO:0016021	integral to membrane	cellular_component	0									yes	no
gene_6823	1985383	1985637	jgi.p|Ophnu1|1985383	Ophnu1	OphioH327chr_6	1312002	1313042	-	prediction	41798	0				0									no	no
gene_6824	1985384	1985638	jgi.p|Ophnu1|1985384	Ophnu1	OphioH327chr_6	1313993	1316017	+	prediction	41804	10	GO:0003924; GO:0005047; GO:0005525; GO:0005785; GO:0006614; GO:0006810; GO:0006886; GO:0008312; GO:0016020; GO:0048500	7S RNA binding; GTP binding; GTPase activity; intracellular protein transport; membrane; signal recognition particle; signal recognition particle binding; signal recognition particle receptor complex; SRP-dependent cotranslational protein targeting to membrane; transport	biological_process; cellular_component; molecular_function	0									yes	no
gene_6825	1985385	1985639	jgi.p|Ophnu1|1985385	Ophnu1	OphioH327chr_6	1316545	1318879	-	prediction	41808	0				0									no	no
gene_6826	1985386	1985640	jgi.p|Ophnu1|1985386	Ophnu1	OphioH327chr_6	1322307	1322654	+	prediction	41818	0				0									no	no
gene_6827	1985387	1985641	jgi.p|Ophnu1|1985387	Ophnu1	OphioH327chr_6	1329054	1331963	+	prediction	41822	0				0									no	no
gene_6828	1985388	1985642	jgi.p|Ophnu1|1985388	Ophnu1	OphioH327chr_6	1336010	1339177	+	prediction	41826	0				0									no	no
gene_6829	1985389	1985643	jgi.p|Ophnu1|1985389	Ophnu1	OphioH327chr_6	1339389	1341488	-	prediction	41830	3	GO:0005215; GO:0006810; GO:0016020	membrane; transport; transporter activity	biological_process; cellular_component; molecular_function	0									yes	no
gene_6830	1985390	1985644	jgi.p|Ophnu1|1985390	Ophnu1	OphioH327chr_6	1345910	1346603	+	prediction	41834	0				0									no	no
gene_6831	1985391	1985645	jgi.p|Ophnu1|1985391	Ophnu1	OphioH327chr_6	1347323	1348429	-	prediction	41840	0				0									no	no
gene_6832	1985392	1985646	jgi.p|Ophnu1|1985392	Ophnu1	OphioH327chr_6	1349137	1349694	+	prediction	41844	0				0									no	no
gene_6833	1985393	1985647	jgi.p|Ophnu1|1985393	Ophnu1	OphioH327chr_6	1350093	1352518	-	prediction	41850	5	GO:0004672; GO:0004674; GO:0004682; GO:0005524; GO:0006468	ATP binding; protein amino acid phosphorylation; protein kinase activity; protein kinase CK2 activity; protein serine/threonine kinase activity	biological_process; molecular_function	0									yes	no
gene_6834	1985394	1985648	jgi.p|Ophnu1|1985394	Ophnu1	OphioH327chr_6	1354781	1358458	+	prediction	41858	4	GO:0005515; GO:0007154; GO:0007242; GO:0035091	cell communication; intracellular signaling cascade; phosphoinositide binding; protein binding	biological_process; molecular_function	0									yes	no
gene_6835	1985395	1985649	jgi.p|Ophnu1|1985395	Ophnu1	OphioH327chr_6	1358893	1360524	-	prediction	41862	1	GO:0016491	oxidoreductase activity	molecular_function	0									yes	no
gene_6836	1985396	1985650	jgi.p|Ophnu1|1985396	Ophnu1	OphioH327chr_6	1361884	1363616	-	prediction	41866	2	GO:0003743; GO:0006413	translation initiation factor activity; translational initiation	biological_process; molecular_function	0									yes	no
gene_6837	1985397	1985651	jgi.p|Ophnu1|1985397	Ophnu1	OphioH327chr_6	1364359	1364889	+	prediction	41876	0				0									no	no
gene_6838	1985398	1985652	jgi.p|Ophnu1|1985398	Ophnu1	OphioH327chr_6	1365583	1367477	-	prediction	41882	3	GO:0003824; GO:0003938; GO:0006177	catalytic activity; GMP biosynthetic process; IMP dehydrogenase activity	biological_process; molecular_function	1	1.1.1.205	IMP dehydrogenase.	Inosine 5'-phosphate + NAD(+) + H(2)O = xanthosine 5'-phosphate + NADH.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC	yes	yes
gene_6839	1985399	1985653	jgi.p|Ophnu1|1985399	Ophnu1	OphioH327chr_6	1368654	1373645	+	prediction	41888	6	GO:0005096; GO:0005099; GO:0005622; GO:0007165; GO:0007264; GO:0051056	GTPase activator activity; intracellular; Ras GTPase activator activity; regulation of small GTPase mediated signal transduction; signal transduction; small GTPase mediated signal transduction	biological_process; cellular_component; molecular_function	0									yes	no
gene_6840	1985400	1985654	jgi.p|Ophnu1|1985400	Ophnu1	OphioH327chr_6	1374772	1376302	+	prediction	41892	2	GO:0004609; GO:0008654	phosphatidylserine decarboxylase activity; phospholipid biosynthetic process	biological_process; molecular_function	2	4.1.1.65	Phosphatidylserine decarboxylase.	Phosphatidyl-L-serine = phosphatidylethanolamine + CO(2).	Pyridoxal-phosphate or Pyruvate.	\N	Glycerolipid metabolism; Glycine, serine and threonine metabolism	Amino Acid Metabolism; Metabolism of Complex Lipids	METABOLIC	yes	yes
gene_6841	1985401	1985655	jgi.p|Ophnu1|1985401	Ophnu1	OphioH327chr_6	1379241	1380305	+	prediction	41898	0				0									no	no
gene_6842	1985402	1985656	jgi.p|Ophnu1|1985402	Ophnu1	OphioH327chr_6	1380608	1381762	-	prediction	41902	0				0									no	no
gene_6843	1985403	1985657	jgi.p|Ophnu1|1985403	Ophnu1	OphioH327chr_6	1382329	1383480	-	prediction	41906	0				0									no	no
gene_6844	1985404	1985658	jgi.p|Ophnu1|1985404	Ophnu1	OphioH327chr_6	1384375	1386028	+	prediction	41912	1	GO:0008299	isoprenoid biosynthetic process	biological_process	0									yes	no
gene_6845	1985405	1985659	jgi.p|Ophnu1|1985405	Ophnu1	OphioH327chr_6	1390218	1392038	+	prediction	41918	3	GO:0004038; GO:0016810; GO:0016812	allantoinase activity; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides	molecular_function	1	3.5.2.5	Allantoinase.	Allantoin + H(2)O = allantoate.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC	yes	yes
gene_6846	1985406	1985660	jgi.p|Ophnu1|1985406	Ophnu1	OphioH327chr_6	1392769	1395159	-	prediction	41922	4	GO:0003700; GO:0005634; GO:0006355; GO:0008270	nucleus; regulation of transcription, DNA-dependent; transcription factor activity; zinc ion binding	biological_process; cellular_component; molecular_function	0									yes	no
gene_6847	1985407	1985661	jgi.p|Ophnu1|1985407	Ophnu1	OphioH327chr_6	1402815	1404656	-	prediction	41926	0				0									no	no
gene_6848	1985408	1985662	jgi.p|Ophnu1|1985408	Ophnu1	OphioH327chr_6	1406250	1410845	+	prediction	41930	0				0									no	no
gene_6849	1985409	1985663	jgi.p|Ophnu1|1985409	Ophnu1	OphioH327chr_6	1411473	1415147	+	prediction	41940	1	GO:0003677	DNA binding	molecular_function	0									yes	no
gene_6850	1985410	1985664	jgi.p|Ophnu1|1985410	Ophnu1	OphioH327chr_6	1415557	1416662	-	prediction	41944	0				0									no	no
gene_6851	1985411	1985665	jgi.p|Ophnu1|1985411	Ophnu1	OphioH327chr_6	1418142	1419104	-	prediction	41950	0				0									no	no
gene_6852	1985412	1985666	jgi.p|Ophnu1|1985412	Ophnu1	OphioH327chr_6	1419909	1421942	-	prediction	41954	0				0									no	no
gene_6853	1985413	1985667	jgi.p|Ophnu1|1985413	Ophnu1	OphioH327chr_6	1422400	1423647	+	prediction	41962	2	GO:0016469; GO:0046961	hydrogen ion transporting ATPase activity, rotational mechanism; proton-transporting two-sector ATPase complex	cellular_component; molecular_function	0									yes	no
gene_6854	1985414	1985668	jgi.p|Ophnu1|1985414	Ophnu1	OphioH327chr_6	1424282	1425307	-	prediction	41970	4	GO:0003735; GO:0005622; GO:0005840; GO:0006412	intracellular; ribosome; structural constituent of ribosome; translation	biological_process; cellular_component; molecular_function	0									yes	no
gene_6855	1985415	1985669	jgi.p|Ophnu1|1985415	Ophnu1	OphioH327chr_6	1425992	1426956	+	prediction	41976	5	GO:0003735; GO:0005622; GO:0005840; GO:0006412; GO:0015935	intracellular; ribosome; small ribosomal subunit; structural constituent of ribosome; translation	biological_process; cellular_component; molecular_function	0									yes	no
gene_6856	1985416	1985670	jgi.p|Ophnu1|1985416	Ophnu1	OphioH327chr_6	1428009	1429496	-	prediction	41982	0				0									no	no
gene_6857	1985417	1985671	jgi.p|Ophnu1|1985417	Ophnu1	OphioH327chr_6	1432182	1433024	-	prediction	41986	1	GO:0018662	phenol 2-monooxygenase activity	molecular_function	3	1.14.13.7	Phenol 2-monooxygenase.	Phenol + NADPH + O(2) = catechol + NADP(+) + H(2)O.	FAD.	\N	gamma-Hexachlorocyclohexane degradation; Nitorobenzene degradation; Toluene and xylene degradation	Biodegradation of Xenobiotics	METABOLIC	yes	yes
gene_6858	1985418	1985672	jgi.p|Ophnu1|1985418	Ophnu1	OphioH327chr_6	1434440	1435390	-	prediction	41990	7	GO:0003824; GO:0005506; GO:0006725; GO:0008199; GO:0009712; GO:0016702; GO:0018576	aromatic compound metabolic process; catalytic activity; catechol 1,2-dioxygenase activity; catechol metabolic process; ferric iron binding; iron ion binding; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	biological_process; molecular_function	4	1.13.11.1	Catechol 1,2-dioxygenase.	Catechol + O(2) = cis,cis-muconate.	Iron.	\N	1,4-Dichlorobenzene degradation; Benzoate degradation via hydroxylation; Carbazole degradation; Toluene and xylene degradation	Biodegradation of Xenobiotics	METABOLIC	yes	yes
gene_6859	1985419	1985673	jgi.p|Ophnu1|1985419	Ophnu1	OphioH327chr_6	1436655	1438367	-	prediction	41994	2	GO:0003824; GO:0008152	catalytic activity; metabolic process	biological_process; molecular_function	0									yes	no
gene_6860	1985420	1985674	jgi.p|Ophnu1|1985420	Ophnu1	OphioH327chr_6	1439819	1440707	+	prediction	41998	0				0									no	no
gene_6861	1985421	1985675	jgi.p|Ophnu1|1985421	Ophnu1	OphioH327chr_6	1440769	1441244	-	prediction	42004	0				0									no	no
