# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-p" "--countReadPairs" "-B" "-C" "-s" "1" "-t" "exon" "-g" "gene_id" "-a" "/home/alex/dual-rnaseq-elm-fungi/audit/strandedness/ophiostoma.gtf" "-o" "/home/alex/dual-rnaseq-elm-fungi/results/ophiostoma/gene_counts/ophiostoma_gene_featurecounts.txt" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/149_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/150_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/151_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/152_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/153_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/154_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/155_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/156_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/157_ophiostoma.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/149_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/150_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/151_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/152_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/153_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/154_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/155_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/156_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/157_ophiostoma.sorted.bam
gene_7633	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1581948;1582065;1582287	1581970;1582231;1582756	+;+;+	660	1728	1682	1599	1231	1036	1786	2906	3674	4173
gene_7634	OphioH327chr_7	1583119	1584069	-	951	1041	1076	1114	715	664	1019	938	1435	1641
gene_7635	OphioH327chr_7	1586726	1588837	+	2112	612	639	516	1458	1099	2405	1028	1197	1666
gene_7636	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1589760;1589910;1590475;1591032;1591165;1592272;1592588	1589821;1590411;1590968;1591104;1592196;1592346;1592707	-;-;-;-;-;-;-	2358	15	29	15	131	85	264	220	246	286
gene_7637	OphioH327chr_7;OphioH327chr_7	1595278;1595685	1595547;1595723	-;-	309	992	975	971	1099	897	1218	1868	2740	2888
gene_7638	OphioH327chr_7	1596068	1597471	+	1404	291	269	248	318	305	552	890	974	1130
gene_7639	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1598687;1598775;1599134	1598702;1599072;1600034	+;+;+	1215	752	678	649	633	504	881	1606	2147	2148
gene_7640	OphioH327chr_7	1600533	1601672	+	1140	232	202	172	326	284	532	761	861	988
gene_7641	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1602849;1603046;1603170;1603310;1603437	1602963;1603069;1603221;1603324;1605459	+;+;+;+;+	2229	3098	3123	3056	1870	1653	2284	3429	5098	6473
gene_7642	OphioH327chr_7;OphioH327chr_7	1605943;1606894	1606842;1606992	-;-	999	406	459	393	495	386	712	1159	1286	1628
gene_7643	OphioH327chr_7	1607623	1609593	+	1971	905	965	881	665	602	889	1428	1999	2347
gene_7644	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1616694;1616930;1617095;1617366	1616856;1617047;1617191;1620227	+;+;+;+	3240	1452	1367	1274	1098	859	1628	2391	3135	4379
gene_7645	OphioH327chr_7	1621129	1624263	-	3135	1025	1045	939	839	735	1293	1839	2398	2826
gene_7646	OphioH327chr_7;OphioH327chr_7	1627756;1627978	1627900;1629059	+;+	1227	428	393	400	488	420	944	1296	1566	1872
gene_7647	OphioH327chr_7;OphioH327chr_7	1629631;1629945	1629807;1630469	+;+	702	3734	3687	3893	2193	1955	2980	5266	6840	7813
gene_7648	OphioH327chr_7	1632135	1633889	+	1755	3279	3263	3199	3459	3124	4466	4179	5792	6913
gene_7649	OphioH327chr_7	1636562	1636693	+	132	7545	6737	5953	4595	3378	8701	17794	18259	23996
gene_7650	OphioH327chr_7;OphioH327chr_7	1637207;1637893	1637830;1638003	-;-	735	609	528	580	401	342	347	661	1124	1052
gene_7651	OphioH327chr_7	1638403	1640802	+	2400	761	751	754	922	805	1276	1574	2167	2669
gene_7652	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1644173;1644269;1644580;1645679	1644205;1644526;1645400;1646129	-;-;-;-	1563	213	220	224	83	72	132	634	653	913
gene_7653	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1652047;1652668;1652967	1652605;1652717;1653035	-;-;-	678	0	3	0	0	0	0	2	1	5
gene_7654	OphioH327chr_7;OphioH327chr_7	1661267;1661452	1661392;1661457	-;-	132	7	1	1	2	2	6	24	15	20
gene_7655	OphioH327chr_7;OphioH327chr_7	1661663;1661893	1661861;1662041	-;-	348	6	5	4	9	5	4	13	41	31
gene_7656	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1662679;1663566;1663761;1663865	1663500;1663698;1663812;1663886	-;-;-;-	1029	147	166	126	55	46	89	177	236	390
gene_7657	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1664179;1664492;1664659	1664435;1664618;1665189	-;-;-	915	1	0	0	0	0	0	0	0	2
gene_7658	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1665215;1665407;1666553;1667045;1667234	1665348;1665635;1666889;1667162;1667303	-;-;-;-;-	888	1	3	0	6	1	0	0	2	4
gene_7659	OphioH327chr_7;OphioH327chr_7	1668362;1668553	1668490;1668615	-;-	192	0	3	1	2	0	0	0	0	8
gene_7660	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1668761;1668991;1669491	1668946;1669427;1669770	+;+;+	903	0	0	0	3	0	0	2	8	7
gene_7661	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1670277;1670369;1670757;1671145	1670316;1670698;1670915;1671305	-;-;-;-	690	1	8	0	3	1	7	6	17	10
gene_7662	OphioH327chr_7;OphioH327chr_7	1671436;1671545	1671472;1671690	-;-	183	2	0	0	0	0	0	8	4	12
gene_7663	OphioH327chr_7;OphioH327chr_7	1671953;1672397	1672198;1672513	-;-	363	1	1	2	0	1	9	2	5	5
gene_7664	OphioH327chr_7;OphioH327chr_7	1673219;1673298	1673237;1674283	-;-	1005	516	537	458	345	308	541	1119	1289	1653
gene_7665	OphioH327chr_7;OphioH327chr_7	1676984;1677183	1677118;1678676	+;+	1629	379	368	315	195	166	349	1027	1206	1935
gene_7666	OphioH327chr_7	1679867	1680670	+	804	3	0	0	0	0	1	2	2	9
gene_7667	OphioH327chr_7	1681265	1682353	-	1089	742	687	670	701	653	1179	1470	1747	2088
gene_7668	OphioH327chr_7	1682935	1684512	+	1578	533	580	528	839	682	1038	1289	1792	2027
gene_7669	OphioH327chr_7;OphioH327chr_7	1684889;1686408	1686292;1686413	-;-	1410	1165	1254	1171	1151	997	1552	2277	3280	3831
gene_7670	OphioH327chr_7;OphioH327chr_7	1687821;1688227	1688148;1690751	+;+	2853	671	624	542	497	470	1033	1564	1640	2433
gene_7671	OphioH327chr_7;OphioH327chr_7	1694315;1694952	1694889;1697259	+;+	2883	545	563	528	814	617	1216	1125	1453	2056
gene_7672	OphioH327chr_7	1699619	1702165	-	2547	458	523	434	456	421	987	1446	1421	2083
gene_7673	OphioH327chr_7	1704087	1704914	+	828	79	60	49	52	46	117	214	236	359
gene_7674	OphioH327chr_7;OphioH327chr_7	1705498;1705699	1705642;1707062	+;+	1509	13	11	12	20	9	28	59	48	93
gene_7675	OphioH327chr_7	1707428	1710157	-	2730	851	733	742	1193	877	1966	2050	2184	3093
gene_7676	OphioH327chr_7	1711248	1712957	-	1710	1190	1114	1049	1020	799	1653	2091	2571	3316
gene_7677	OphioH327chr_7	1714041	1715897	+	1857	1210	1127	977	1397	1103	1997	2332	3088	3946
gene_7678	OphioH327chr_7;OphioH327chr_7	1716615;1717211	1717156;1719824	-;-	3156	9901	9539	8323	7134	5848	11653	8566	9630	14765
gene_7679	OphioH327chr_7;OphioH327chr_7	1721289;1721479	1721424;1723304	+;+	1962	1225	1282	1179	1408	1140	1744	2157	2698	3329
gene_7680	OphioH327chr_7	1723700	1727596	+	3897	862	861	752	1081	842	1853	1681	1967	2857
gene_7681	OphioH327chr_7	1728393	1731734	-	3342	691	647	596	774	622	1349	1567	1665	2648
gene_7682	OphioH327chr_7	1736547	1743980	-	7434	666	532	525	400	346	723	905	1081	1682
gene_7683	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1744517;1744737;1744949	1744574;1744803;1744994	+;+;+	171	231	202	182	263	214	554	1062	901	988
gene_7684	OphioH327chr_7;OphioH327chr_7	1746080;1746693	1746299;1746973	+;+	501	3104	3240	2943	1934	1607	4007	5872	6020	7920
gene_7685	OphioH327chr_7;OphioH327chr_7	1747534;1748816	1748752;1749474	-;-	1878	1091	1146	1050	893	800	1328	2110	2512	3047
gene_7686	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1751200;1751519;1751796;1751965;1752710;1753124;1753745;1753873	1751248;1751743;1751908;1752656;1753045;1753693;1753805;1753899	+;+;+;+;+;+;+;+	2073	6989	6338	5751	3926	3072	7493	14433	15877	21828
gene_7687	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1755520;1755731;1755951;1756332;1756483	1755530;1755875;1755972;1756417;1757772	+;+;+;+;+	1554	29044	26713	24281	11340	9075	18370	31269	37986	55963
gene_7688	OphioH327chr_7	1760350	1761528	+	1179	81	81	70	51	41	76	101	165	169
gene_7689	OphioH327chr_7	1762990	1763649	+	660	924	847	796	1027	771	1592	1663	1931	2259
gene_7690	OphioH327chr_7;OphioH327chr_7	1763803;1764129	1764071;1764450	-;-	591	2800	2748	2320	887	728	1897	2978	2836	3612
gene_7691	OphioH327chr_7;OphioH327chr_7	1765908;1767956	1767890;1768615	-;-	2643	6408	6114	5523	3555	2922	6386	8049	9237	13458
gene_7692	OphioH327chr_7;OphioH327chr_7	1776027;1776467	1776372;1777542	+;+	1422	4821	4539	4206	2383	1886	3788	6772	7899	10807
gene_7693	OphioH327chr_7	1778423	1779475	-	1053	31	33	46	97	84	173	328	332	485
gene_7694	OphioH327chr_7;OphioH327chr_7	1780393;1781746	1781687;1781926	-;-	1476	132	114	108	238	239	504	552	590	877
gene_7695	OphioH327chr_7;OphioH327chr_7	1784450;1784588	1784520;1785356	+;+	840	74	79	82	67	50	61	217	302	326
gene_7696	OphioH327chr_7;OphioH327chr_7	1785597;1786762	1786691;1786827	-;-	1161	95	74	91	67	82	98	199	287	351
gene_7697	OphioH327chr_7	1787653	1788435	+	783	336	372	409	268	222	351	895	1288	1111
gene_7698	OphioH327chr_7	1788542	1789537	-	996	433	411	370	250	207	401	1035	1307	1530
gene_7699	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1790278;1790473;1791271;1792085;1792190	1790390;1791210;1792033;1792139;1793298	+;+;+;+;+	2778	181	139	135	167	121	224	391	439	685
gene_7700	OphioH327chr_7	1793408	1794142	-	735	17	12	12	22	20	40	58	76	80
gene_7701	OphioH327chr_7;OphioH327chr_7	1798013;1798133	1798072;1798825	+;+	753	2170	2146	2318	1079	1025	1217	2245	3705	3581
gene_7702	OphioH327chr_7	1799112	1799963	-	852	16	15	25	19	5	10	47	49	50
gene_7703	OphioH327chr_7	1801026	1803347	-	2322	1029	966	848	634	495	1025	1881	2003	2859
gene_7704	OphioH327chr_7	1804517	1805680	-	1164	2561	2342	2240	2080	1603	3556	3393	3499	5047
gene_7705	OphioH327chr_7	1810509	1812296	-	1788	341	345	285	309	226	547	787	784	1308
gene_7706	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1814414;1814585;1815176	1814528;1815125;1815272	-;-;-	753	374	350	311	556	382	858	1164	1276	1702
gene_7707	OphioH327chr_7;OphioH327chr_7	1815705;1817118	1817056;1817322	-;-	1557	12428	10963	9887	10888	8901	21738	12078	12000	16295
gene_7708	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1819049;1819415;1819540;1819707	1819127;1819489;1819649;1819742	+;+;+;+	300	23	17	19	151	146	332	161	180	272
gene_7709	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1820426;1821260;1822128	1821202;1822079;1822294	-;-;-	1764	612	590	466	402	314	603	1053	1288	1475
gene_7710	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1823437;1824125;1824543;1825011	1823601;1824496;1824955;1825158	+;+;+;+	1098	62	61	55	48	26	61	184	191	217
gene_7711	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1825511;1825752;1828792	1825691;1828346;1828817	-;-;-	2802	3517	3258	2814	2511	1820	4796	11400	11485	17941
gene_7712	OphioH327chr_7;OphioH327chr_7	1838797;1841694	1841614;1841716	-;-	2841	118	106	98	56	67	130	242	266	317
gene_7713	OphioH327chr_7	1850341	1851231	-	891	1593	1624	1438	4133	3228	6876	2326	2815	3355
gene_7714	OphioH327chr_7	1851788	1854232	-	2445	431	399	378	477	369	906	1258	1234	1708
gene_7715	OphioH327chr_7;OphioH327chr_7	1854915;1855136	1855051;1856933	+;+	1935	321	256	249	492	368	1008	1105	1045	1539
gene_7716	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1857556;1857709;1857874	1857595;1857787;1860181	+;+;+	2427	1378	1303	1176	1556	1206	2348	2534	3192	4405
gene_7717	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1860400;1861324;1861429	1861274;1861365;1863184	-;-;-	2673	1151	1178	997	954	665	1470	2427	2756	3931
gene_7718	OphioH327chr_7;OphioH327chr_7	1864989;1865187	1865109;1865590	+;+	525	1710	1718	1731	1090	937	1403	2641	3849	3883
gene_7719	OphioH327chr_7	1865874	1866872	-	999	315	327	446	293	284	243	575	1044	794
gene_7720	OphioH327chr_7	1867517	1869292	+	1776	335	372	320	411	369	459	776	1120	1301
gene_7721	OphioH327chr_7;OphioH327chr_7	1869883;1870177	1870121;1874062	+;+	4125	4274	4193	3837	3135	2588	4900	6789	8070	11668
gene_7722	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1874337;1875154;1875296;1875365	1875103;1875248;1875308;1875566	-;-;-;-	1077	14	10	5	13	12	24	39	53	41
gene_7723	OphioH327chr_7	1876220	1881646	-	5427	816	869	758	926	834	1519	1589	1940	2784
gene_7724	OphioH327chr_7;OphioH327chr_7	1885954;1887634	1887562;1888103	-;-	2079	2343	2304	2141	1405	1085	2317	4179	4761	6256
gene_7725	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1897849;1898208;1898331;1898416;1898561	1898153;1898271;1898371;1898505;1899254	+;+;+;+;+	1194	1056	999	883	39	28	67	2269	2430	3089
gene_7726	OphioH327chr_7;OphioH327chr_7	1899609;1900282	1900172;1900638	-;-	921	715	708	667	826	752	1354	1323	1810	1903
gene_7727	OphioH327chr_7;OphioH327chr_7	1901209;1902582	1902531;1902659	-;-	1401	5	6	5	8	10	17	34	41	41
gene_7728	OphioH327chr_7;OphioH327chr_7	1905230;1906665	1906598;1906702	-;-	1407	844	870	819	751	585	976	1463	1790	2152
gene_7729	OphioH327chr_7	1910204	1910728	+	525	172	269	237	59	38	90	227	292	305
gene_7730	OphioH327chr_7	1911352	1913319	-	1968	1505	1521	1291	268	181	383	912	1112	1386
gene_7731	OphioH327chr_7	1917730	1918572	+	843	65	70	90	10	21	19	72	137	104
gene_7732	OphioH327chr_7	1923319	1925061	+	1743	134	148	133	159	155	177	192	321	466
gene_7733	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1927330;1927483;1927713;1927840	1927380;1927503;1927784;1928808	+;+;+;+	1113	1148	1128	1125	617	574	801	1530	2552	2651
gene_7734	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1929133;1930473;1930670	1930420;1930606;1930759	-;-;-	1512	864	843	761	437	333	712	2011	2210	2769
gene_7735	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1932550;1932646;1933338	1932577;1933274;1934324	-;-;-	1644	2795	2550	2353	2922	2233	5763	7053	6710	10450
gene_7736	OphioH327chr_7;OphioH327chr_7	1937557;1939326	1939260;1939538	-;-	1917	4135	4179	3871	4005	3162	6420	8645	10126	13906
gene_7737	OphioH327chr_7;OphioH327chr_7	1941365;1943643	1943584;1944056	-;-	2634	1228	1098	1111	669	589	1131	2095	2368	3189
gene_7738	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1945254;1945846;1947214	1945799;1947169;1947980	-;-;-	2637	556	564	481	344	270	550	1101	1173	1448
gene_7739	OphioH327chr_7	1950358	1952112	+	1755	762	737	646	798	639	1029	1956	2690	3118
gene_7740	OphioH327chr_7	1952481	1953728	+	1248	183	182	132	146	119	229	637	647	866
gene_7741	OphioH327chr_7	1955512	1956345	+	834	551	587	553	278	226	345	1175	1446	1497
gene_7742	OphioH327chr_7	1957084	1958031	-	948	1224	1314	1210	605	465	645	1519	2104	2555
gene_7743	OphioH327chr_7	1958460	1958993	-	534	884	800	776	419	292	603	1187	1372	1960
gene_7744	OphioH327chr_7;OphioH327chr_7	1961466;1961602	1961538;1962842	+;+	1314	973	833	799	519	480	994	1774	2213	2475
gene_7745	OphioH327chr_7	1963245	1964165	-	921	3431	3375	3079	1577	1267	2721	6023	7099	7708
gene_7746	OphioH327chr_7	1967497	1969113	-	1617	265	251	223	396	304	563	692	860	1051
gene_7747	OphioH327chr_7;OphioH327chr_7	1974470;1975437	1975359;1975518	-;-	972	2314	2165	2150	1993	1489	2408	4603	5788	6567
gene_7748	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1976007;1976770;1976990	1976706;1976830;1977020	-;-;-	792	978	953	959	1293	1056	1881	1644	2307	2485
gene_7749	OphioH327chr_7	1977634	1979238	+	1605	623	634	614	1034	964	1184	1206	1940	2003
gene_7750	OphioH327chr_7	1980580	1981059	+	480	4	5	6	27	26	18	2	8	1
gene_7751	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	1988195;1989481;1990089	1988685;1989816;1994442	+;+;+	5181	1722	1737	1454	1715	1467	3189	3753	4454	6628
gene_7752	OphioH327chr_7;OphioH327chr_7	1995937;1998426	1998367;1999819	+;+	3825	1033	998	867	970	783	1540	1923	2619	3136
gene_7753	OphioH327chr_7	2000591	2001682	-	1092	729	733	748	1858	1541	2251	2569	3419	4225
gene_7754	OphioH327chr_7;OphioH327chr_7	2005248;2006514	2006408;2007284	-;-	1932	519	480	412	588	487	832	2018	2542	3478
gene_7755	OphioH327chr_7;OphioH327chr_7	2010408;2010974	2010910;2012180	+;+	1710	0	3	1	1	1	0	8	7	12
gene_7756	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	2012458;2012553;2013574	2012478;2013516;2013596	-;-;-	1008	561	536	485	939	823	1413	1711	2012	2388
gene_7757	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	2014368;2014567;2014742	2014514;2014679;2014955	+;+;+	474	3	0	0	0	0	0	0	0	1
gene_7758	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	2015164;2015360;2015495	2015304;2015418;2015525	-;-;-	231	2128	2038	1902	2471	1913	3971	3927	4820	5490
gene_7759	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	2015912;2017742;2018229	2017683;2018179;2019156	-;-;-	3138	1113	966	861	1247	1032	2480	2571	2533	3936
gene_7760	OphioH327chr_7;OphioH327chr_7	2019482;2019590	2019519;2020859	+;+	1308	1709	1612	1534	1616	1114	2313	3712	4424	5323
gene_7761	OphioH327chr_7;OphioH327chr_7	2021199;2022349	2022281;2022396	-;-	1131	763	788	785	1295	991	1613	1342	1662	2331
gene_7762	OphioH327chr_7;OphioH327chr_7	2023093;2023859	2023794;2024617	+;+	1461	2685	2665	2449	1421	1224	2281	3561	4509	5879
gene_7763	OphioH327chr_7	2025097	2026305	-	1209	12	16	13	17	14	28	26	33	56
gene_7764	OphioH327chr_7;OphioH327chr_7	2027049;2028447	2028400;2028651	-;-	1557	531	604	612	304	345	244	360	884	697
gene_7765	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	2029167;2029571;2030348	2029505;2030090;2030352	-;-;-	864	20258	18976	18670	58843	51967	84661	16170	22696	25611
gene_7766	OphioH327chr_7	2031828	2032226	-	399	144	183	214	339	308	620	459	541	569
gene_7767	OphioH327chr_7;OphioH327chr_7	2033747;2034927	2034869;2035237	-;-	1434	1596	1660	1535	1095	1019	1797	2792	3336	4052
gene_7768	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	2037448;2038923;2039133;2040055	2037493;2039071;2039998;2040478	+;+;+;+	1485	10585	9807	8545	7957	6258	14803	17963	18503	27501
gene_7769	OphioH327chr_7;OphioH327chr_7	2040688;2040782	2040722;2042099	-;-	1353	210	243	257	188	135	226	389	592	618
gene_7770	OphioH327chr_7;OphioH327chr_7	2044462;2045012	2044953;2046970	+;+	2451	1252	1275	1127	1398	1114	1992	1796	2320	2994
gene_7771	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	2047459;2048105;2049471	2048043;2049417;2050707	-;-;-	3135	1597	1598	1397	758	607	1243	2791	3142	4800
gene_7772	OphioH327chr_7;OphioH327chr_7	2051858;2052080	2051969;2052561	+;+	594	1785	1767	1615	1310	1054	2077	3691	4599	5434
gene_7773	OphioH327chr_7	2053239	2054687	-	1449	274	246	273	346	254	624	686	787	1013
gene_7774	OphioH327chr_7	2055530	2058706	-	3177	958	941	845	693	612	1026	1826	2203	3018
gene_7775	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	2060053;2061473;2063209	2061420;2063097;2063251	-;-;-	3036	5497	5130	4537	4163	3419	8334	12747	12838	19083
gene_7776	OphioH327chr_7	2066494	2067327	+	834	1094	1110	1211	789	732	843	2073	3107	3294
gene_7777	OphioH327chr_7	2068150	2069880	+	1731	2031	2127	2065	1919	1756	2446	5805	8161	9472
gene_7778	OphioH327chr_7;OphioH327chr_7	2072313;2072460	2072407;2073486	+;+	1122	732	664	739	166	127	223	940	1359	1646
gene_7779	OphioH327chr_7;OphioH327chr_7	2073639;2074397	2074342;2074418	-;-	726	169	160	144	122	128	295	482	440	693
gene_7780	OphioH327chr_7	2074691	2076715	-	2025	494	553	528	385	387	352	763	1225	1121
gene_7781	OphioH327chr_7;OphioH327chr_7	2077299;2077417	2077347;2078024	+;+	657	150	156	163	196	135	211	329	452	392
gene_7782	OphioH327chr_7;OphioH327chr_7	2078288;2080009	2079924;2080054	-;-	1683	1144	1097	1053	1097	915	1475	2362	2961	3630
gene_7783	OphioH327chr_7;OphioH327chr_7	2080935;2082358	2082290;2082525	-;-	1524	1420	1361	1240	1680	1305	3050	4659	4823	6411
gene_7784	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	2084778;2084887;2085427;2085565	2084827;2085012;2085460;2085594	-;-;-;-	240	3114	2675	2316	2081	1794	3580	6461	6724	9345
gene_7785	OphioH327chr_7;OphioH327chr_7	2086176;2086410	2086355;2086484	+;+	255	350	277	278	291	242	672	1355	1337	1641
gene_7786	OphioH327chr_7	2088116	2088796	+	681	270	292	302	220	151	328	579	734	821
gene_7787	OphioH327chr_7	2090401	2092143	+	1743	931	904	821	152	130	209	688	682	798
gene_7788	OphioH327chr_7	2092663	2094045	+	1383	615	558	493	644	512	1035	1067	1211	1664
gene_7789	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	2094581;2095871;2096166	2095783;2095983;2096181	-;-;-	1332	704	663	736	747	598	1029	1338	1625	1874
gene_7790	OphioH327chr_7;OphioH327chr_7	2097373;2097827	2097771;2098018	-;-	591	3296	3012	2967	856	696	1371	4812	5563	5962
gene_7791	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	2100374;2101781;2102235;2103316;2104113;2104689	2101716;2102179;2103269;2103829;2104637;2104724	-;-;-;-;-;-	3852	383	375	302	188	137	335	314	322	528
gene_7792	OphioH327chr_7	2105995	2107182	+	1188	240	228	204	195	168	360	566	652	729
gene_7793	OphioH327chr_7;OphioH327chr_7	2107938;2108130	2108065;2108859	+;+	858	722	686	635	554	399	632	1138	1449	1786
gene_7794	OphioH327chr_7	2109332	2109862	-	531	21	29	20	15	13	11	12	10	21
gene_7795	OphioH327chr_7	2111643	2114762	+	3120	1384	1387	1187	855	699	1389	2647	2935	3833
gene_7796	OphioH327chr_7	2115078	2116580	-	1503	44	46	56	62	61	63	121	246	226
gene_7797	OphioH327chr_7	2117147	2122186	-	5040	37	43	26	60	58	142	100	100	153
gene_7798	OphioH327chr_7	2126286	2126855	-	570	3882	3751	3550	1425	1150	2061	3036	4063	4698
gene_7799	OphioH327chr_7	2128201	2129337	-	1137	1879	1778	1563	1858	1391	3545	5059	5282	7223
gene_7800	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	2129697;2129822;2129928	2129742;2129876;2130066	-;-;-	240	965	738	822	860	587	1525	2340	2465	3460
gene_7801	OphioH327chr_7;OphioH327chr_7	2130552;2130652	2130591;2132069	+;+	1458	1590	1562	1421	3063	2343	4840	3726	4026	4991
gene_7802	OphioH327chr_7	2132715	2133926	-	1212	1464	1289	1176	2006	1600	3844	5034	4996	6835
gene_7803	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	2137479;2139581;2139789	2139511;2139668;2139917	-;-;-	2250	3795	3666	3488	4742	3871	7075	5745	6782	9165
gene_7804	OphioH327chr_7	2141600	2142325	-	726	212	199	168	293	242	601	850	1008	1166
gene_7805	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	2143015;2143425;2144376	2143350;2143609;2144379	-;-;-	525	9148	8563	7977	7586	6077	12621	17150	20252	26778
gene_7806	OphioH327chr_7;OphioH327chr_7	2145180;2145536	2145473;2146609	+;+	1368	1075	986	822	1128	878	2115	2735	2758	3897
gene_7807	OphioH327chr_7;OphioH327chr_7;OphioH327chr_7	2148095;2148797;2148896	2148736;2148844;2149039	-;-;-	834	114	101	106	105	93	168	248	242	320
gene_7808	OphioH327chr_7	2154137	2155459	+	1323	1228	1253	1152	2152	1748	3242	1653	2035	2611
gene_7809	OphioH327chr_7	2156406	2157728	+	1323	1157	1158	1264	4263	4299	3726	640	1349	1036
gene_7810	OphioH327chr_7	2160081	2161820	+	1740	2009	2040	2010	531	441	770	2099	2836	3456
gene_7811	OphioH327chr_7;OphioH327chr_7	2167036;2167611	2167556;2169771	+;+	2682	1253	1292	1111	734	624	1286	1540	1741	2574
gene_7812	OphioH327chr_7;OphioH327chr_7	2170777;2173195	2173112;2173255	-;-	2397	674	656	637	484	354	751	1329	1581	1892
gene_7813	OphioH327chr_7	2173959	2179136	+	5178	2533	2444	2321	2702	2136	4306	4358	5347	8140
