gene_id	mrna_id	signalp_prediction	signalp_is_sp	signalp_other_score	signalp_sp_score	signalp_cs_position	dbcan_any_hit	dbcan_high_confidence	dbcan_n_tools	dbcan_ec	dbcan_hmm	dbcan_sub	dbcan_diamond	dbcan_recommended	dbcan_substrate
gene_7582	mRNA_7582	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7583	mRNA_7583	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7584	mRNA_7584	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7585	mRNA_7585	SP	TRUE	0.000239	0.999731	CS pos: 23-24. Pr: 0.9767	FALSE	FALSE	0	-	-	-	-	-	-
gene_7586	mRNA_7586	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7587	mRNA_7587	OTHER	FALSE	1.000000	0.000020		FALSE	FALSE	0	-	-	-	-	-	-
gene_7588	mRNA_7588	OTHER	FALSE	0.762011	0.237985		TRUE	TRUE	3	-	GH72(19-328)	GH72_e10(21-300)	GH72	GH72_e10	beta-glucan
gene_7589	mRNA_7589	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7590	mRNA_7590	OTHER	FALSE	0.994389	0.005605		FALSE	FALSE	0	-	-	-	-	-	-
gene_7591	mRNA_7591	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	PL7_4+PL7_4	-	-
gene_7592	mRNA_7592	OTHER	FALSE	1.000000	0.000067		FALSE	FALSE	0	-	-	-	-	-	-
gene_7593	mRNA_7593	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7594	mRNA_7594	OTHER	FALSE	0.999933	0.000097		FALSE	FALSE	0	-	-	-	-	-	-
gene_7595	mRNA_7595	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7596	mRNA_7596	OTHER	FALSE	0.999938	0.000090		TRUE	FALSE	1	-	-	-	GH72	-	-
gene_7597	mRNA_7597	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7598	mRNA_7598	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7599	mRNA_7599	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_7600	mRNA_7600	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_7601	mRNA_7601	OTHER	FALSE	1.000000	0.000040		FALSE	FALSE	0	-	-	-	-	-	-
gene_7602	mRNA_7602	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7603	mRNA_7603	OTHER	FALSE	1.000000	0.000002		FALSE	FALSE	0	-	-	-	-	-	-
gene_7604	mRNA_7604	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7605	mRNA_7605	OTHER	FALSE	1.000000	0.000035		FALSE	FALSE	0	-	-	-	-	-	-
gene_7606	mRNA_7606	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7607	mRNA_7607	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7608	mRNA_7608	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7609	mRNA_7609	OTHER	FALSE	1.000000	0.000003		FALSE	FALSE	0	-	-	-	-	-	-
gene_7610	mRNA_7610	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_7611	mRNA_7611	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GT0	-	-
gene_7612	mRNA_7612	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GT34	-	-
gene_7613	mRNA_7613	OTHER	FALSE	0.999928	0.000094		FALSE	FALSE	0	-	-	-	-	-	-
gene_7614	mRNA_7614	OTHER	FALSE	0.716935	0.283075		FALSE	FALSE	0	-	-	-	-	-	-
gene_7615	mRNA_7615	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7616	mRNA_7616	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7617	mRNA_7617	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_7618	mRNA_7618	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7619	mRNA_7619	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7620	mRNA_7620	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_7621	mRNA_7621	OTHER	FALSE	0.999954	0.000048		TRUE	FALSE	1	-	-	-	GH78	-	-
gene_7622	mRNA_7622	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7623	mRNA_7623	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GH78	-	-
gene_7624	mRNA_7624	OTHER	FALSE	1.000000	0.000001		TRUE	FALSE	1	-	-	-	GH51_1+GH51_1	-	-
gene_7625	mRNA_7625	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7626	mRNA_7626	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7627	mRNA_7627	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7628	mRNA_7628	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7629	mRNA_7629	OTHER	FALSE	0.999805	0.000229		FALSE	FALSE	0	-	-	-	-	-	-
gene_7630	mRNA_7630	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7631	mRNA_7631	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7632	mRNA_7632	SP	TRUE	0.000282	0.999689	CS pos: 17-18. Pr: 0.9100	FALSE	FALSE	0	-	-	-	-	-	-
gene_7633	mRNA_7633	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GH132	-	-
gene_7634	mRNA_7634	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7635	mRNA_7635	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7636	mRNA_7636	OTHER	FALSE	1.000000	0.000004		FALSE	FALSE	0	-	-	-	-	-	-
gene_7637	mRNA_7637	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7638	mRNA_7638	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7639	mRNA_7639	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7640	mRNA_7640	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7641	mRNA_7641	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7642	mRNA_7642	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7643	mRNA_7643	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GH0	-	-
gene_7644	mRNA_7644	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GH0	-	-
gene_7645	mRNA_7645	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7646	mRNA_7646	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_7647	mRNA_7647	OTHER	FALSE	0.999990	0.000046		FALSE	FALSE	0	-	-	-	-	-	-
gene_7648	mRNA_7648	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GH13	-	-
gene_7649	mRNA_7649	OTHER	FALSE	1.000000	0.000004		FALSE	FALSE	0	-	-	-	-	-	-
gene_7650	mRNA_7650	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7651	mRNA_7651	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7652	mRNA_7652	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7653	mRNA_7653	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7654	mRNA_7654	OTHER	FALSE	1.000000	0.000005		FALSE	FALSE	0	-	-	-	-	-	-
gene_7655	mRNA_7655	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7656	mRNA_7656	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GT39	-	-
gene_7657	mRNA_7657	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7658	mRNA_7658	OTHER	FALSE	1.000000	0.000002		FALSE	FALSE	0	-	-	-	-	-	-
gene_7659	mRNA_7659	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7660	mRNA_7660	OTHER	FALSE	0.999394	0.000594		FALSE	FALSE	0	-	-	-	-	-	-
gene_7661	mRNA_7661	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7662	mRNA_7662	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7663	mRNA_7663	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7664	mRNA_7664	OTHER	FALSE	1.000000	0.000002		FALSE	FALSE	0	-	-	-	-	-	-
gene_7665	mRNA_7665	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7666	mRNA_7666	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7667	mRNA_7667	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7668	mRNA_7668	OTHER	FALSE	1.000000	0.000020		FALSE	FALSE	0	-	-	-	-	-	-
gene_7669	mRNA_7669	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_7670	mRNA_7670	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7671	mRNA_7671	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7672	mRNA_7672	OTHER	FALSE	1.000000	0.000004		FALSE	FALSE	0	-	-	-	-	-	-
gene_7673	mRNA_7673	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7674	mRNA_7674	OTHER	FALSE	1.000000	0.000019		FALSE	FALSE	0	-	-	-	-	-	-
gene_7675	mRNA_7675	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7676	mRNA_7676	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_7677	mRNA_7677	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7678	mRNA_7678	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GT2	-	-
gene_7679	mRNA_7679	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7680	mRNA_7680	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_7681	mRNA_7681	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7682	mRNA_7682	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_7683	mRNA_7683	OTHER	FALSE	0.999990	0.000026		FALSE	FALSE	0	-	-	-	-	-	-
gene_7684	mRNA_7684	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7685	mRNA_7685	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7686	mRNA_7686	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	2.4.1.18:166|2.4.1.18:50	GH13_8(211-533)	CBM48_e32(64-150)+GH13_e20(238-531)	CBM48+GH13_8+GH13_8	CBM48_e32|GH13_8	alpha-glucan
gene_7687	mRNA_7687	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	CBM48+GH13_8+GH13_8	-	-
gene_7688	mRNA_7688	OTHER	FALSE	1.000000	0.000006		FALSE	FALSE	0	-	-	-	-	-	-
gene_7689	mRNA_7689	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7690	mRNA_7690	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7691	mRNA_7691	OTHER	FALSE	1.000000	0.000004		TRUE	TRUE	3	-	GT2(358-591)	GT2(359-641)	GT2	GT2	-
gene_7692	mRNA_7692	OTHER	FALSE	0.806263	0.193741		TRUE	TRUE	3	3.2.1.4:1	GH12(323-471)	GH12_e17(332-472)	GH12	GH12_e17	cellulose
gene_7693	mRNA_7693	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_7694	mRNA_7694	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7695	mRNA_7695	OTHER	FALSE	0.895151	0.104857		FALSE	FALSE	0	-	-	-	-	-	-
gene_7696	mRNA_7696	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_7697	mRNA_7697	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7698	mRNA_7698	OTHER	FALSE	0.887281	0.112737		FALSE	FALSE	0	-	-	-	-	-	-
gene_7699	mRNA_7699	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7700	mRNA_7700	SP	TRUE	0.022868	0.977096	CS pos: 19-20. Pr: 0.9110	FALSE	FALSE	0	-	-	-	-	-	-
gene_7701	mRNA_7701	OTHER	FALSE	1.000000	0.000003		FALSE	FALSE	0	-	-	-	-	-	-
gene_7702	mRNA_7702	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_7703	mRNA_7703	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7704	mRNA_7704	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7705	mRNA_7705	SP	TRUE	0.000191	0.999797	CS pos: 19-20. Pr: 0.9822	FALSE	FALSE	0	-	-	-	-	-	-
gene_7706	mRNA_7706	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7707	mRNA_7707	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7708	mRNA_7708	OTHER	FALSE	0.999921	0.000121		FALSE	FALSE	0	-	-	-	-	-	-
gene_7709	mRNA_7709	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7710	mRNA_7710	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7711	mRNA_7711	OTHER	FALSE	0.999076	0.000943		FALSE	FALSE	0	-	-	-	-	-	-
gene_7712	mRNA_7712	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7713	mRNA_7713	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7714	mRNA_7714	OTHER	FALSE	1.000000	0.000027		FALSE	FALSE	0	-	-	-	-	-	-
gene_7715	mRNA_7715	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7716	mRNA_7716	OTHER	FALSE	1.000000	0.000002		TRUE	FALSE	1	-	-	-	GH51_2+GH51_2	-	-
gene_7717	mRNA_7717	OTHER	FALSE	1.000000	0.000003		FALSE	FALSE	0	-	-	-	-	-	-
gene_7718	mRNA_7718	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7719	mRNA_7719	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7720	mRNA_7720	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7721	mRNA_7721	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7722	mRNA_7722	OTHER	FALSE	1.000000	0.000010		FALSE	FALSE	0	-	-	-	-	-	-
gene_7723	mRNA_7723	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7724	mRNA_7724	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7725	mRNA_7725	OTHER	FALSE	0.998951	0.001082		TRUE	FALSE	1	-	-	-	AA1	-	-
gene_7726	mRNA_7726	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_7727	mRNA_7727	OTHER	FALSE	1.000000	0.000012		FALSE	FALSE	0	-	-	-	-	-	-
gene_7728	mRNA_7728	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GH20	-	-
gene_7729	mRNA_7729	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7730	mRNA_7730	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_7731	mRNA_7731	SP	TRUE	0.000214	0.999772	CS pos: 18-19. Pr: 0.9638	FALSE	FALSE	0	-	-	-	-	-	-
gene_7732	mRNA_7732	OTHER	FALSE	1.000000	0.000002		FALSE	FALSE	0	-	-	-	-	-	-
gene_7733	mRNA_7733	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7734	mRNA_7734	OTHER	FALSE	0.999984	0.000076		FALSE	FALSE	0	-	-	-	-	-	-
gene_7735	mRNA_7735	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GT0	-	-
gene_7736	mRNA_7736	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7737	mRNA_7737	OTHER	FALSE	0.999883	0.000104		TRUE	FALSE	1	-	-	-	GH3	-	-
gene_7738	mRNA_7738	OTHER	FALSE	1.000000	0.000001		TRUE	TRUE	3	3.2.1.21:2	GH3(68-280)	GH3_e116(71-281)	GH3	GH3_e116	beta-glucan
gene_7739	mRNA_7739	OTHER	FALSE	1.000000	0.000004		FALSE	FALSE	0	-	-	-	-	-	-
gene_7740	mRNA_7740	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7741	mRNA_7741	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7742	mRNA_7742	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7743	mRNA_7743	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7744	mRNA_7744	SP	TRUE	0.000225	0.999751	CS pos: 20-21. Pr: 0.9723	FALSE	FALSE	0	-	-	-	-	-	-
gene_7745	mRNA_7745	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7746	mRNA_7746	OTHER	FALSE	1.000000	0.000006		FALSE	FALSE	0	-	-	-	-	-	-
gene_7747	mRNA_7747	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7748	mRNA_7748	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7749	mRNA_7749	OTHER	FALSE	0.999945	0.000042		FALSE	FALSE	0	-	-	-	-	-	-
gene_7750	mRNA_7750	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7751	mRNA_7751	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7752	mRNA_7752	OTHER	FALSE	1.000000	0.000014		FALSE	FALSE	0	-	-	-	-	-	-
gene_7753	mRNA_7753	OTHER	FALSE	1.000000	0.000004		FALSE	FALSE	0	-	-	-	-	-	-
gene_7754	mRNA_7754	OTHER	FALSE	1.000000	0.000002		FALSE	FALSE	0	-	-	-	-	-	-
gene_7755	mRNA_7755	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7756	mRNA_7756	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7757	mRNA_7757	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7758	mRNA_7758	OTHER	FALSE	0.999423	0.000622		FALSE	FALSE	0	-	-	-	-	-	-
gene_7759	mRNA_7759	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7760	mRNA_7760	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_7761	mRNA_7761	OTHER	FALSE	0.999556	0.000483		FALSE	FALSE	0	-	-	-	-	-	-
gene_7762	mRNA_7762	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GH3	-	-
gene_7763	mRNA_7763	OTHER	FALSE	1.000000	0.000002		FALSE	FALSE	0	-	-	-	-	-	-
gene_7764	mRNA_7764	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7765	mRNA_7765	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7766	mRNA_7766	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_7767	mRNA_7767	SP	TRUE	0.001269	0.998703	CS pos: 23-24. Pr: 0.9221	FALSE	FALSE	0	-	-	-	-	-	-
gene_7768	mRNA_7768	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GH28+GH28	-	-
gene_7769	mRNA_7769	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7770	mRNA_7770	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7771	mRNA_7771	OTHER	FALSE	1.000000	0.000020		TRUE	FALSE	1	-	-	-	GH2_19+GH2_19	-	-
gene_7772	mRNA_7772	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7773	mRNA_7773	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7774	mRNA_7774	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7775	mRNA_7775	OTHER	FALSE	1.000000	0.000001		TRUE	FALSE	1	-	-	-	GT0	-	-
gene_7776	mRNA_7776	OTHER	FALSE	1.000000	0.000003		FALSE	FALSE	0	-	-	-	-	-	-
gene_7777	mRNA_7777	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7778	mRNA_7778	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7779	mRNA_7779	OTHER	FALSE	1.000000	0.000016		FALSE	FALSE	0	-	-	-	-	-	-
gene_7780	mRNA_7780	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7781	mRNA_7781	OTHER	FALSE	0.999089	0.000950		FALSE	FALSE	0	-	-	-	-	-	-
gene_7782	mRNA_7782	OTHER	FALSE	1.000000	0.000024		FALSE	FALSE	0	-	-	-	-	-	-
gene_7783	mRNA_7783	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_7784	mRNA_7784	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7785	mRNA_7785	OTHER	FALSE	0.999083	0.000963		FALSE	FALSE	0	-	-	-	-	-	-
gene_7786	mRNA_7786	SP	TRUE	0.000278	0.999702	CS pos: 18-19. Pr: 0.9797	FALSE	FALSE	0	-	-	-	-	-	-
gene_7787	mRNA_7787	OTHER	FALSE	0.999905	0.000114		FALSE	FALSE	0	-	-	-	-	-	-
gene_7788	mRNA_7788	OTHER	FALSE	1.000000	0.000004		FALSE	FALSE	0	-	-	-	-	-	-
gene_7789	mRNA_7789	OTHER	FALSE	0.999778	0.000235		TRUE	FALSE	1	-	-	-	GH13+GT5	-	-
gene_7790	mRNA_7790	SP	TRUE	0.000226	0.999735	CS pos: 20-21. Pr: 0.9770	FALSE	FALSE	0	-	-	-	-	-	-
gene_7791	mRNA_7791	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GH92	-	-
gene_7792	mRNA_7792	SP	TRUE	0.241403	0.758586	CS pos: 40-41. Pr: 0.7325	FALSE	FALSE	0	-	-	-	-	-	-
gene_7793	mRNA_7793	SP	TRUE	0.000299	0.999682	CS pos: 18-19. Pr: 0.9816	FALSE	FALSE	0	-	-	-	-	-	-
gene_7794	mRNA_7794	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_7795	mRNA_7795	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7796	mRNA_7796	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7797	mRNA_7797	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7798	mRNA_7798	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7799	mRNA_7799	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7800	mRNA_7800	OTHER	FALSE	1.000000	0.000002		FALSE	FALSE	0	-	-	-	-	-	-
gene_7801	mRNA_7801	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GH64	-	-
gene_7802	mRNA_7802	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7803	mRNA_7803	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7804	mRNA_7804	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7805	mRNA_7805	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7806	mRNA_7806	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7807	mRNA_7807	OTHER	FALSE	1.000000	0.000007		FALSE	FALSE	0	-	-	-	-	-	-
gene_7808	mRNA_7808	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7809	mRNA_7809	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7810	mRNA_7810	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_7811	mRNA_7811	OTHER	FALSE	0.999990	0.000064		FALSE	FALSE	0	-	-	-	-	-	-
